web-scraper-order,web-scraper-start-url,product-url,product-url-href,product-category,product-category-href,product-price,product-img-src,product-description-long,product-flavour,product-allergens-src,product-nutrition-src,product-name
"1577991347-2336,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/yum-yum-whey-apple-cinnamon?lshst=collection"",""Yum Yum Whey"",""https://www.rockanutrition.de/collections/yum-yum-whey"",""€21,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_YYW_AppleCinnamon_pink_1024x1024.jpg?v=1562601905"",""Unser YUM YUM WHEY Apple Cinnamon ist ein Molkenproteinkonzentrat, das durch seinen einzigartigen und cremigen Apfel-Zimt-Geschmack besticht. Auch mit Wasser gemixt erhält dein Proteinshake eine hervorragende, vollmundige Konsistenz. Damit ist unser YUM YUM WHEY der perfekte Begleiter für deinen Fitness-Lifestyle."",""Apple Cinnamon"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rocka_Whey_Konzentrat_Pink_ApfelZimt_1024x1024.png?v=1562601905"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rocka_Whey_Konzentrat_Pink_ApfelZimt_1024x1024.png?v=1562601905"",""Yum Yum Whey   Apple Cinnamon"""
"1577991837-2459,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/smacktastic-2go-vanilla-cream"",""Geschmackspulver"",""https://www.rockanutrition.de/collections/geschmackspulver"",""€4,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Smacktastic2Go_VanillaCream_1024x1024.jpg?v=1515757747"",""SMACKTASTIC ist ein köstliches Geschmackspulver. Die 2GO Dose enthält 50g und ist perfekt zum Mitnehmen. Die Streudose ermöglicht dabei eine einfache Portionierung und ist wieder auffüllbar. Das Geschmackspulver verfeinert Haferflocken, Quark oder Joghurt, Proteinpulver, Backkreationen oder den Kaffee am Morgen."",""Vanilla Cream"",""//cdn.shopify.com/s/files/1/0840/8847/products/SmackTastic_Vanilla_1024x1024.png?v=1515757736"",""//cdn.shopify.com/s/files/1/0840/8847/products/SmackTastic_Vanilla_1024x1024.png?v=1515757736"",""Smacktastic 2GO   Vanilla Cream"""
"1577991415-2356,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/rocka-whey-isolate-rocka-raspberry-1kg-proteinpulver?lshst=collection"",""Rocka Whey Isolate"",""https://www.rockanutrition.de/collections/whey-protein-isolat"",""€34,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_WPI_RockaRaspberry_pink_1kg_REDESIGN_1024x1024.jpg?v=1550857320"",""Unser ROCKA WHEY ISOLATE versorgt dich mit hochwertigem Eiweiß, das innerhalb kürzester Zeit von deinem Körper aufgenommen werden kann. Das aufwendige Herstellungsverfahren isoliert das Eiweiß von überflüssigen Fetten und Kohlenhydraten. Somit ist ROCKA WHEY ISOLATE auch für eine kalorienreduzierte Diät geeignet."",""Rocka Raspberry"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_WPI_Raspberry_pink_1024x1024.png?v=1550857320"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_WPI_Raspberry_pink_1024x1024.png?v=1550857320"",""Rocka Whey Isolate   Rocka Raspberry"""
"1577991269-2315,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/bake-cook-laktosefrei?lshst=collection"",""Bake & Cook"",""https://www.rockanutrition.de/collections/backprotein"",""€23,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Bake_Cook_Laktosefrei_blau_1024x1024.jpg?v=1536050127"",""Unser laktosefreies Bake & Cook ist ein natürliches Proteinpulver zum Backen und Kochen von köstlichen Fitness-Rezepten. Unser Tipp: Gemischt mit SMACKTASTIC Flav Powder kannst du einfach ein Protein-Shake mit deinem Lieblingsgeschmack kreieren. Aber auch pur ist das Bake & Cook mit seinem Milchgeschmack einfach köstlich."",""Molkenproteinkonzentrat"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Bake_Cook_Laktosefrei_blau_1024x1024.png?v=1536050147"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Bake_Cook_Laktosefrei_blau_1024x1024.png?v=1536050147"",""Bake & Cook laktosefrei   Molkenproteinkonzentrat"""
"1577991991-2498,""https://www.rockanutrition.de/pages/supplements"","""",""https://www.rockanutrition.de/products/magnesium-kapseln-120-stueck?lshst=collection"",""Vitamine & Minerale"",""https://www.rockanutrition.de/collections/vitamine-und-minerale"",""€14,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Kapseln-Magnesium-blue_1024x1024.jpg?v=1509707186"",""Wenn du ausreichend mit Magnesium versorgt bist, spürst du die Entspannung: du bist ruhiger, schläfst besser und deine Muskeln entspannen und erholen sich schneller. Magnesium ist aber nicht nur wichtig für ein robustes Nervensystem, sondern auch für die Leistungsfähigkeit deiner Muskulatur."",""Kapseln 120 Stück"",""//cdn.shopify.com/s/files/1/0840/8847/products/Magnesium_Blau_1024x1024.png?v=1509707198"",""//cdn.shopify.com/s/files/1/0840/8847/products/Magnesium_Blau_1024x1024.png?v=1509707198"",""Magnesium   Kapseln 120 Stück"""
"1577991658-2412,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/skinnyccino-kiddy-schoko?lshst=collection"",""Drinks"",""https://www.rockanutrition.de/collections/drinks"",""€2,29"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Skinnyccino_ReD_1024x1024.jpg?v=1554339593"",""Besonders an warmen Tagen sehnen wir uns nach kalten und erfrischenden Getränken. Passend dazu lachen uns in Cafés oder in der Eisdiele überall die leckeren Eiskaffespezialitäten auf der Getränkekarte an. Vollgepackt mit Kalorien und Zucker. Doch das muss nicht sein! Gönn dir mit dem SKINNYCCINO by Alina einen bereits verzehrfertigen Iced Coffee mit nur 5 kcal pro Dose und keinem zugesetzten Zucker. Perfekt für unterwegs und wann immer du willst."",""Kiddy Schoko"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Skinnyccino_ReD_1024x1024.png?v=1554339593"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Skinnyccino_ReD_1024x1024.png?v=1554339593"",""Skinnyccino   Kiddy Schoko"""
"1577992009-2504,""https://www.rockanutrition.de/pages/supplements"","""",""https://www.rockanutrition.de/products/vitamin-drops-b12-mango?lshst=collection"",""Vitamine & Minerale"",""https://www.rockanutrition.de/collections/vitamine-und-minerale"",""€16,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_VitaminDrops_B12_Mango_1024x1024.jpg?v=1576752871"",""Vitamin B12 trägt zur normalen Funktion deines Nervensystems bei. Außerdem spielt es eine wichtige Rolle bei der Blutbildung und Zellteilung und ist somit ein lebenswichtiges Vitamin. Darüber hinaus unterstützt es dein Immunsystem und kann zu einer Verringerung von Müdigkeit beitragen."",""Mango Drops"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_VitaminDrops_B12_Mango_1024x1024.png?v=1576752887"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_VitaminDrops_B12_Mango_1024x1024.png?v=1576752887"",""Vitamin B12   Mango Drops"""
"1577991688-2421,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/swish-mango-tray?lshst=collection"",""Drinks"",""https://www.rockanutrition.de/collections/drinks"",""€21,99 €23,88"",""//cdn.shopify.com/s/files/1/0840/8847/products/Swish_12er_Artwork_1024x1024.jpg?v=1550734984"",""Du bist auf der Suche nach einem koffeinhaltigen Drink, der dich so richtig pusht und wach macht? Doch herkömmliche Energydrinks konnten dich geschmacklich einfach nie überzeugen? Dann probier unseren SWISH Mango, the energy drink that tastes like lemonade! Wir haben es tatsächlich hinbekommen, einen extrem kalorien- und zuckerarmen Energydrink zu kreieren, der dir einen ordentlichen Energieschub gibt und dabei einfach auch noch unglaublich schmeckt!"",""Mango"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Swish_Mango_1024x1024.png?v=1550734982"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Swish_Mango_1024x1024.png?v=1550734982"",""Swish   Mango"""
"1577992025-2508,""https://www.rockanutrition.de/pages/supplements"","""",""https://www.rockanutrition.de/products/chillax-1levelweiter-orange?lshst=collection"",""Post-Workout"",""https://www.rockanutrition.de/collections/postworkout"",""€29,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Chillax2_-_Orange_1024x1024.jpg?v=1559162337"",""Ausreichend Schlaf und eine erholsame Nachtruhe sind unersetzlich, um optimal Kraft zu tanken und zu regenerieren. Stress im Beruf oder Alltag lassen eben dies oft zu kurz kommen. CHILLAX #1levelweiter kann dir dabei helfen, schneller und besser zu schlafen und somit deine Regeneration auf ein neues Level zu heben."",""Orange"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Chillax2_Orange_1024x1024.png?v=1559162337"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Chillax2_Orange_1024x1024.png?v=1559162337"",""Chillax #1levelweiter   Orange"""
"1577991523-2382,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/rockalicious-chocolate-brownie-proteinriegel"",""Proteinriegel"",""https://www.rockanutrition.de/collections/proteinriegel"",""€2,29"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rockalicious-Chocolate-Brownie_1024x1024.jpg?v=1509716213"",""Unser ROCKALICIOUS Chocolate Brownie ist ein Premium-Proteinriegel und enthält satte 20 g Protein und 18,5 g Ballaststoffe pro Portion. Egal ob als Snack für zwischendurch oder als Ersatz für einen Protein-Shake, mit ROCKALICIOUS Chocolate Brownie hast du den perfekten Begleiter für deinen Fitnesslifestyle immer griffbereit."",""Chocolate Brownie"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rockalicious_Chocolate_Brownie_1024x1024.png?v=1509716220"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rockalicious_Chocolate_Brownie_1024x1024.png?v=1509716220"",""Rockalicious   Chocolate Brownie"""
"1577991732-2434,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/sauce-zero-bbq-350?lshst=collection"",""Saucen & Gewürze"",""https://www.rockanutrition.de/collections/saucen-dips"",""€4,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artwork_SauceZero_BBQ_1024x1024.jpg?v=1554212772"",""Die kalorienarme SAUCE ZERO BBQ ist ein wahres Must-Have in deiner Fitnessküche. Jetzt gibt es diese mit 40% mehr Inhalt und das für den selbem Preis. Egal ob als cleanes Salatdressing oder als raffiniertes Mahlzeiten-Topping, mit unserer Zero-Sauce machst du deine Lieblingsgerichte noch leckerer. SAUCE ZERO BBQ: Die erste rauchig-süße Barbecue-Sauce ohne massenweise Zucker in der Rezeptur. Perfekt für alle Grill-Gurus und auch als Dip ein wahrer Genuss!"",""BBQ"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_SauceZero_BBQ_ReD_1024x1024.png?v=1554212773"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_SauceZero_BBQ_ReD_1024x1024.png?v=1554212773"",""Sauce Zero   BBQ"""
"1577991315-2326,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/rocka-milk-vanilla-cream-2kg?lshst=collection"",""Rocka Milk"",""https://www.rockanutrition.de/collections/casein"",""€54,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_RockaMilk_VanillaCream_blau_2kg_1024x1024.jpg?v=1563447282"",""Casein ist ein langsam verdauliches Eiweiß und versorgt deine Muskeln mit wichtigen Aminosäuren. Als Shake zubereitet sorgt ROCKA MILK für eine angenehme Sättigung und herausragenden Geschmack. Zudem ist das ROCKA MILK Casein laktosefrei und bietet somit eine sehr gute Verträglichkeit."",""Vanilla Cream"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rocka_Milk_Blue_1kg_Vanilla_df552737-300b-452d-a02a-e9826aa0ee5c_1024x1024.png?v=1563447282"",""//cdn.shopify.com/s/files/1/0840/8847/products/Rocka_Milk_Blue_1kg_Vanilla_df552737-300b-452d-a02a-e9826aa0ee5c_1024x1024.png?v=1563447282"",""Rocka Milk   Vanilla Cream"""
"1577991865-2466,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/smacktastic-flav-powder-peachy-peach"",""Geschmackspulver"",""https://www.rockanutrition.de/collections/geschmackspulver"",""€15,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_SmackPieces_PeachyPeach_1024x1024.jpg?v=1531141348"",""Der unvergesslich fruchtige Pfirsichgeschmack von SMACKTASTIC Peachy Peach wird dir den Alltag versüßen! Verfeinert mit echten Pfirsichstücken genießt du den absoluten Fruchtgenuss! Das SMACKTASTIC Peachy Peach lässt selbst Magerquark, Haferflocken, Protein-Shakes oder cleane Backrezepte zum kulinarischen Genuss werden. Deiner Kreativität sind keine Grenzen gesetzt."",""Peachy Peach"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFact_SmackPieces_PeachyPeach_1024x1024.png?v=1531141356"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFact_SmackPieces_PeachyPeach_1024x1024.png?v=1531141356"",""Smacktastic Flav Powder   Peachy Peach"""
"1577991840-2460,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/smacktastic-2go-kiddy-schoko"",""Geschmackspulver"",""https://www.rockanutrition.de/collections/geschmackspulver"",""€4,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Smacktastic2Go_KiddySchoko_1024x1024.jpg?v=1515757306"",""SMACKTASTIC ist ein köstliches Geschmackspulver zur Herstellung von kalorienarmen Speisen. Die 2GO Dose enthält 50g und ist perfekt zum Mitnehmen. Die Streudose ermöglicht dabei eine einfache Portionierung und ist wieder auffüllbar. Das Geschmackspulver verfeinert Haferflocken, Quark oder Joghurt, Proteinpulver, Backkreationen oder den Kaffee am Morgen."",""Kiddy Schoko"",""//cdn.shopify.com/s/files/1/0840/8847/products/Smacktastic_Kidschoko_1024x1024.png?v=1515757299"",""//cdn.shopify.com/s/files/1/0840/8847/products/Smacktastic_Kidschoko_1024x1024.png?v=1515757299"",""Smacktastic 2GO   Kiddy Schoko"""
"1577991378-2347,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/yum-yum-whey-laktosefrei-cookie-dough?lshst=collection"",""Yum Yum Whey"",""https://www.rockanutrition.de/collections/yum-yum-whey"",""€23,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_YYWLF_CookieDough_Blau_1024x1024.jpg?v=1525250227"",""Unser laktosefreies YUM YUM WHEY Cookie Dough ist ein Molkenproteinkonzentrat, das durch seinen einzigartigen und vollmundigen Keksteig-Geschmack besticht. Auch mit Wasser gemixt erhält dein Proteinshake eine hervorragende, cremige Konsistenz. Damit ist unser YUM YUM WHEY der perfekte Begleiter für deinen Fitness-Lifestyle und hilft dir, deine Ziele optimal zu erreichen."",""Cookie Dough"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_YYWLF_CookieDough_blau_1024x1024.png?v=1525250227"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_YYWLF_CookieDough_blau_1024x1024.png?v=1525250227"",""Yum Yum Whey laktosefrei   Cookie Dough"""
"1577991447-2364,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/slim-sin-chocolate-berry-box"",""Schokolade"",""https://www.rockanutrition.de/collections/slim-sin"",""€36,99 €39,80"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_SlimSin_ChocolateBerry_Box_1024x1024.jpg?v=1531213593"",""Wer liebt sie nicht: Schokolade! Leider birgt die süße Sünde nicht nur massig Kalorien in sich, sondern auch jede Menge Fett und Zucker. Doch kein Grund auf den süßen Genuss verzichten zu müssen! Mit unserer unwiderstehlichen SLIM SIN Schokolade gönnst du dir traumhaften Schokoladengenuss, der zart auf der Zunge zergeht. Mit gerade mal 0,3 g Zucker und 122 kcal pro Portion ist unsere SLIM SIN Chocolate Berry genau das Richtige für den süßen Genuss in einer fitnessbewussten Ernährung."",""Chocolate Berry"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_SlimSin_ChocolateBerry_1024x1024.png?v=1531213593"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_SlimSin_ChocolateBerry_1024x1024.png?v=1531213593"",""Slim Sin   Chocolate Berry"""
"1577991287-2319,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/the-vegan-chocolate-flavour-pulver?lshst=collection"",""The Vegan"",""https://www.rockanutrition.de/collections/vegane-proteine"",""€29,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artwork_TheVegan_ChocolateFlavor_blau_NEU_1024x1024.jpg?v=1542969453"",""THE VEGAN ist ein veganes Proteinpulver mit bisher unerreicht leckerem Geschmack. Unsere besondere Rezeptur und die Verwendung hochwertiger Rohstoffe verleiht THE VEGAN eine für pflanzliche Proteine ungewöhnlich gute Konsistenz. Mit 20 % wertvollen BCAA bietet THE VEGAN dir ein vollständiges Aminosäureprofil."",""Chocolate Flavour"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_TheVegan_ChocolateFlavor_blau_NEU_1024x1024.png?v=1542969472"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_TheVegan_ChocolateFlavor_blau_NEU_1024x1024.png?v=1542969472"",""The Vegan   Chocolate Flavour"""
"1577991258-2312,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/yum-yum-bar-white-choco-crisp?lshst=collection"",""DLG-prämiert"",""https://www.rockanutrition.de/collections/dlg-gold"",""€2,49"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artwork_YYBar_WhiteChocoCrisp_Riegel_DLG2019_1024x1024.jpg?v=1570094102"",""Unser YUM YUM BAR White Choco Crisp überzeugt vor allem durch seinen einzigartig leckeren Geschmack und satte 16 g Eiweiß pro Portion. Mit einem Mantel aus weißer Schokolade, einer soften Füllung und einer einzigartig leckeren Karamellschicht in der Mitte, stellt er nicht nur was die Nährwerte angeht alle anderen Schokoriegel in den Schatten."",""White Choco Crisp"",""//cdn.shopify.com/s/files/1/0840/8847/products/YYBar_N_U_T_R_I_T_I_O_N_WhiteChocoCrisp_1024x1024.png?v=1562683963"",""//cdn.shopify.com/s/files/1/0840/8847/products/YYBar_N_U_T_R_I_T_I_O_N_WhiteChocoCrisp_1024x1024.png?v=1562683963"",""Yum Yum Bar   White Choco Crisp"""
"1577992020-2506,""https://www.rockanutrition.de/pages/supplements"","""",""https://www.rockanutrition.de/products/chillax-ice-tea-lemon?lshst=collection"",""Post-Workout"",""https://www.rockanutrition.de/collections/postworkout"",""€29,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Chillax_LemonIceTea_1024x1024.jpg?v=1523370744"",""Ausreichend Schlaf, eine ausgewogene Ernährung und genug Bewegung: ein gesunder Lebensstil ist doch eigentlich ganz einfach. Jedoch führen die täglichen Herausforderungen, Stress im Beruf oder schlicht Antriebslosigkeit dazu, dass diese Basics oft vernachlässigt werden. So wirkt sich eine ungesunde Lebensweise nicht nur auf deine Gesundheit aus, sondern auch auf dein Schlafverhalten. Konsequenz ist ein schlechter, unregelmäßiger oder unzureichender Schlaf, welcher Wohlbefinden, Leistungs- und Konzentrationsfähigkeit negativ beeinflusst. Ausreichend Schlaf und eine erholsame Nachtruhe lässt dich optimal Kraft tanken und stärkt maßgeblich dein Immunsystem. Ganz nebenbei fördert guter Schlaf die Regeneration und Leistungsfähigkeit, so zahlt sich ein absolviertes Workout gleich doppelt aus."",""Ice Tea Lemon"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Chillax_LemonIceTea_1024x1024.png?v=1523370752"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_Chillax_LemonIceTea_1024x1024.png?v=1523370752"",""Chillax   Ice Tea Lemon"""
"1577991483-2373,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/pink-pizza-light-pizza-mix"",""Pizza & Pasta"",""https://www.rockanutrition.de/collections/pizza-pasta"",""€19,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/ArtworksNEU_PinkPizza_1024x1024.jpg?v=1527108189"",""Bekommst du auch immer öfter so richtig Heißhunger auf eine lecker-knusprige Pizza mit deinem Lieblingsbelag? Mit unserer PINK PIZZA Backmischung kannst du dir deine Wunsch-Pizza ganz einfach selbst kreieren und zwar nicht nur am Cheat Day! Das Beste? Die Light-Backmischung ist kohlenhydratreduziert, reich an Protein und Ballaststoffen und hat pro Pizzaboden (ohne Belag) nur 252 kcal. Schnell, lecker und absolut fitnessgerecht – die PINK PIZZA lässt deine Träume wahr werden und setzt deiner Kreativität keine Grenzen."",""Light Pizza Mix"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_PinkPizza_1024x1024.png?v=1527108189"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_PinkPizza_1024x1024.png?v=1527108189"",""Pink Pizza   Light Pizza Mix"""
"1577991400-2352,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/rocka-whey-isolate-vanille-zimt-pulver?lshst=collection"",""Rocka Whey Isolate"",""https://www.rockanutrition.de/collections/whey-protein-isolat"",""€34,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_WPI_VanillaCinnamon_pink_1kg_REDESIGN_1024x1024.jpg?v=1555494289"",""Unser ROCKA WHEY ISOLATE versorgt dich mit hochwertigem Eiweiß, das innerhalb kürzester Zeit von deinem Körper aufgenommen werden kann. Das aufwendige Herstellungsverfahren isoliert das Eiweiß von überflüssigen Fetten und Kohlenhydraten. Somit ist ROCKA WHEY ISOLATE auch für eine kalorienreduzierte Diät geeignet."",""Vanilla Cinnamon"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_WPI_VanillaZimt_pink_1024x1024.png?v=1555494289"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_WPI_VanillaZimt_pink_1024x1024.png?v=1555494289"",""Rocka Whey Isolate   Vanilla Cinnamon"""
"1577991298-2322,""https://www.rockanutrition.de/pages/proteine-collection"","""",""https://www.rockanutrition.de/products/the-vegan-vanilla-cookie?lshst=collection"",""The Vegan"",""https://www.rockanutrition.de/collections/vegane-proteine"",""€29,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artwork_TheVegan_VanillaCookie_pink_NEU_1024x1024.jpg?v=1542729909"",""THE VEGAN ist ein veganes Proteinpulver mit bisher unerreicht leckerem Geschmack. Unsere besondere Rezeptur und die Verwendung hochwertiger Rohstoffe verleiht THE VEGAN eine für pflanzliche Proteine ungewöhnlich gute Konsistenz. Mit 20 % wertvollen BCAA bietet THE VEGAN dir ein vollständiges Aminosäureprofil."",""Vanilla Cookie"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_TheVegan_VanillaCookie_pink_NEU_1024x1024.png?v=1542729921"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_TheVegan_VanillaCookie_pink_NEU_1024x1024.png?v=1542729921"",""The Vegan   Vanilla Cookie"""
"1577991698-2424,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/rocka-milkshake-vanilla-and-cream?lshst=collection"",""Drinks"",""https://www.rockanutrition.de/collections/drinks"",""€2,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Milkshake_-_Vanille_1024x1024.jpg?v=1576836191"",""Du hast Lust auf einen Milchshake, aber diese haben oft viele Kalorien und vor allem Zucker? Dann hat Rocka mit dem ROCKA MILK SHAKE die Lösung. Mit überragendem Geschmack nach Vanillesoße, versorgt er dich mit seinen 30 g Eiweiß mit mehr Protein als ein normaler Eiweißshake."",""Vanilla and Cream"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_RockaMilkShake_Vanilla_1024x1024.png?v=1576836191"",""//cdn.shopify.com/s/files/1/0840/8847/products/NutritionFacts_RockaMilkShake_Vanilla_1024x1024.png?v=1576836191"",""Rocka Milk Shake   Vanilla and Cream"""
"1577991940-2484,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/smacktastic-vanilla-cream"",""Geschmackspulver"",""https://www.rockanutrition.de/collections/geschmackspulver"",""€15,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Smacktastic-Vanilla-Cream_9ec9f2fb-e24f-4238-832d-5ea2aff9bcd4_1024x1024.jpg?v=1509719359"",""Erlebe den Geschmack von cremiger Vanille mit unserem SMACKTASTIC Flav Powder in Vanilla Cream. Unsere Geschmackspulver lassen selbst Magerquark, Haferflocken, den Kaffee am Morgen, Protein-Shakes oder cleane Backrezepte zum kulinarischen Genuss werden. Mit SMACKTASTIC sind deiner Kreativität keine Grenzen gesetzt."",""Vanilla Cream"",""//cdn.shopify.com/s/files/1/0840/8847/products/SmackTastic_Vanilla_0232c5ef-4999-4757-99c3-dd02592967e2_1024x1024.png?v=1509719371"",""//cdn.shopify.com/s/files/1/0840/8847/products/SmackTastic_Vanilla_0232c5ef-4999-4757-99c3-dd02592967e2_1024x1024.png?v=1509719371"",""Smacktastic Flav Powder   Vanilla Cream"""
"1577991649-2410,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/work-hard-drink-mind-booster?lshst=collection"",""Drinks"",""https://www.rockanutrition.de/collections/drinks"",""€2,24"",""//cdn.shopify.com/s/files/1/0840/8847/products/WORK_HARD_Dose_1024x1024.jpg?v=1509721147"",""Du willst dein Bestes geben: Egal ob im bewegten Berufsalltag, mitten im Prüfungsstress an der Uni oder während des Krafttrainings nach einem harten Arbeitstag. Doch manchmal fällt es einem schwer fokussiert zu bleiben, sich nicht ablenken zu lassen und die Konzentration zu wahren. Damit du im Training und auch im Job immer Vollgas geben kannst – auch wenn dein Akku mal nicht randvoll ist – brauchst du einen innovativen Begleiter."",""Mind Booster"",""//cdn.shopify.com/s/files/1/0840/8847/products/WorkHard-Drink-Nutrtion-Facts_1024x1024.png?v=1509721158"",""//cdn.shopify.com/s/files/1/0840/8847/products/WorkHard-Drink-Nutrtion-Facts_1024x1024.png?v=1509721158"",""Work Hard Drink   Mind Booster"""
"1577991833-2458,""https://www.rockanutrition.de/pages/light-produkte"","""",""https://www.rockanutrition.de/products/smacktastic-2go-chocogasm"",""Geschmackspulver"",""https://www.rockanutrition.de/collections/geschmackspulver"",""€4,99"",""//cdn.shopify.com/s/files/1/0840/8847/products/Artworks_Smacktastic2Go_Chocogasm_1024x1024.jpg?v=1515757186"",""SMACKTASTIC ist ein köstliches und Geschmackspulver. Die 2GO Dose enthält 50g und ist perfekt zum Mitnehmen. Die Streudose ermöglicht dabei eine einfache Portionierung und ist wieder auffüllbar. Das Geschmackspulver verfeinert Haferflocken, Quark oder Joghurt, Proteinpulver, Backkreationen oder den Kaffee am Morgen."",""Chocogasm"",""//cdn.shopify.com/s/files/1/0840/8847/products/Smacktastic_Chocogasm_1024x1024.png?v=1515757177"",""//cdn.shopify.com/s/files/1/0840/8847/products/Smacktastic_Chocogasm_1024x1024.png?v=1515757177"",""Smacktastic 2GO   Chocogasm"""
