web-scraper-order,web-scraper-start-url,product-category,pagination,pagination-href,product-url,product-url-href,product-img-src,product-description-long,product-nutrition,product-allergens,product-size,product-flavour,product-price,product-name,category-link,category-link-href
"1578069605-2109","https://www.fitmart.de/Eiweisspulver/","Eiweißpulver","","","Details","https://www.fitmart.de/Eiweisspulver/Whey-Protein/ESN-IsoWhey-Hardcore-2500g-Big-Pack.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_isowhey_2500g_1.jpg","IsoWhey Hardcore von ESN (Elite Sports Nutrients - Made in Germany) 
 ist ein reines CFM Whey Isolat mit einem sehr hohen Proteingehalt, wenig Kohlenhydraten, kaum Fett und ist dazu noch Lactosearm. ESN IsoWhey Hardcore ist eines der hochwertigsten Whey Isolate auf dem Markt, besticht mit hervorragender Qualität und wird mittels der Cross Flow Microfiltration gewonnen, kurz CFM genannt. 
 IsoWhey Hardcore liefert Sportlern wertvolles Whey Isolat für den Muskelaufbau und ist besonders in der Diätphase empfehlenswert. Ein ideales Whey Isolat für Wettkampfathleten und ambitionierte Sportler, die sich hohe Ziele gesetzt haben. Entdecken Sie auch die verschiedenen und köstlichen Geschmacksrichtungen! 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN Isowhey Hardcore wird in Deutschland nach höchstem Standard produziert.","Nährwerte Vanilla (Classic)
pro 30 g Pulver
pro 100 g Pulver 

Brennwerte
452 kJ / 108 kcal
1502 kJ / 359 kcal 

Fett
0,2 g
0,7 g 

davon gesättigte Fettsäuren
0,1 g
0,2 g 

Kohlenhydrate
1 g
3,2 g 

davon Zucker
0,9 g
3 g 

Protein
25,5 g
85 g 

Salz
0,1 g
0,3 g","Molkenproteinisolat, Aromen, Salz, Verdickungsmittel (Xanthan), Emulgator (Sonnenblumenlecithin), Süßungsmittel (Acesulfam K, Sucralose), Farbstoff (Beta Carotin).","2500g","Chocolate","52,40 €","ESN IsoWhey Hardcore, 2500g Big Pack","Whey Protein","https://www.fitmart.de/Eiweisspulver/Whey-Protein/"
"1578068788-1729","https://www.fitmart.de/Eiweissriegel/","Eiweißriegel","","","Details","https://www.fitmart.de/Eiweissriegel/Proteinriegel/Weider-32-Protein-Bar-1-Riegel-60g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_weider_32bar_neu_1.jpg","32% Protein Bar von Weider 
 ist ein beliebter und hochwertiger 60g Protein Riegel. Weider 32% Protein Bar enthält wertvolles Milcheiweiß für den Muskelaufbau und liefert Energie aus Kohlenhydraten. 
 Weider 32% Protein Bar schmeckt sehr lecker und ist ideal als proteinreiche Zwischenmahlzeit oder auch als Süßigkeitenersatz. Probieren Sie die zahlreichen Geschmacksrichtungen!","Nährwerte Blueberry Muffin

pro 60 g Riegel 

Brennwerte

1011 kJ / 240 kcal 

Fett

5,9 g 

davon gesättigte Fettsäuren

3,8 g 

Kohlenhydrate

27 g 

davon Zucker

17 g 

Protein

19 g 

Salz

0,17 g","Milcheiweiß, Glukosesirup, 20% Vollmilchschokolade (Zucker, Kakaobutter, Vollmilchpulver, Kakaomasse, Emulgator: Soja-Lecithine; Aroma), Fruktosesirup, Kollagenhydrolysat, Palmfett, Dextrose, Heidelbeerpulver, Säuerungsmittel: Citronensäure; Aroma, Eiklarpulver, Farbstoffe: E120, E131.","1 Riegel","Strawberry","1,59 €","Weider 32% Protein Bar, 1 Riegel, 60g","Proteinriegel","https://www.fitmart.de/Eiweissriegel/Proteinriegel/"
"1578067048-866","https://www.fitmart.de/Naehrstofftiming/","Nährstofftiming","","","Details","https://www.fitmart.de/Naehrstofftiming/Intra-Workout/ESN-EAA-500g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_eaa_peachicedtea_1.jpg","EAA von ESN (Elite Sports Nutrients - Made in Germany) 
 ist eines der besten und hochwertigsten EAA Aminosäuren Pulver am Markt. EAA bestehen aus einer ultramikronisierten Form und der höchsten Konzentration an EAA Aminosäuren. Die Vorteile von ultramikronisierten EAAs ist die perfekte Löslichkeit beim Zubereiten und die schnelle Resorption vom Körper. 
 ESN EAA sind essentielle Aminosäuren die unser Körper nicht selbst bilden kann. EAAs sind daher vor allem für Sportler von Vorteil. EAAs sind in Muskelaufbauphasen und in Diätphasen ideal und versorgen die Muskulatur vor allem während des harten Workouts schnell mit wichtigen Aufbaunährstoffen. ESN EAA enthalten nur wenig Kohlenhydrate und keine Lactose und sind dadurch perfekt in Definitionphasen geeignet. 
 ESN EAA gibt es in hervorragenden Geschmacksrichtungen, die sich von anderen Produkten abheben. Der fertig angemischte Amino Juice wird ""saftähnlich"" und ist so schmackhaft, dass EAA vor allem während der Trainingseinheiten als Intra-Workout Drink geeignet ist. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN EAA wird in Deutschland nach höchstem Standard produziert.","Nährwerte
pro Portion 14 g Pulver
pro 100 g Pulver 

Brennwerte
201 kJ / 48 kcal
1424 kJ / 340 kcal 

Fett
0,28 g
2 g 

davon gesättigte Fettsäuren
< 0,1 g
0,2 g 

Kohlenhydrate
0,5 g
3,6 g 

davon Zucker
0,5 g
3,6 g 

Ballaststoffe
0 g
0 g 

Protein
0 g
0 g 

Salz
0 g
0 g 



 

Aminosäurenbilanz (EAAs)
pro Portion 14 g Pulver
pro 100 g Pulver 

L-Leucin
3,5 g
26,6 g 

L-Isoleucin
1,1 g
8,7 g 

L-Valin
1,1 g
8,7 g 

L-Lysin
2,3 g
17,3 g 

L-Methionin
0,4 g
2,8 g 

L-Threonin
1,1 g
8,6 g 

L-Phenylalanin
0,3 g
2 g 

L-Tryptophan
0,3 g
2,1 g","L-Leucin, L-Lysin, L-Isoleucin, L-Valin, L- Methionin, L-Threonin, L-Tryptophan, LPhenylalanin, Säuerungsmittel (Citronensäure), Farbstoff (Beta Carotin), Aroma, Süßungsmittel (Sucralose, Acesulfam K, Natriumcyclamat, Natriumsaccharin), Emulgator (Lecithin).","500g","Peach Iced Tea","29,90 €","ESN EAA, 500g","Intra-Workout","https://www.fitmart.de/Naehrstofftiming/Intra-Workout/"
"1578067418-1066","https://www.fitmart.de/Trainingsbooster/","Trainingsbooster","2","https://www.fitmart.de/Trainingsbooster/NO-Booster/2/#bb_artlist","Details","https://www.fitmart.de/Trainingsbooster/NO-Booster/BSN-No-Xplode-XE-Edge-263g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_bsn_noxplode_edge_1.jpg","No-Xplode XE Edge von BSN   ist innovatives Pre-Workout und Pump Supplement für Muskelaufbauphasen. Der Booster enthält unter anderem Beta-Alanin, Koffein, Citrullin und weitere aktive Wirkstoffe. No-Xplode XE Edge kann im harten Muskeltraining den mentalen Fokus erhöhen und den Muskelpump effektiv verstärken.","Nährwerte Cherry Lime  pro Portion 10,5 g Pulver   Brennwerte  70 kJ / 17 kcal   Vitamin D  11 µg   Vitamin B1  2 mg   Niacin  30 mg   Folsäure  200 µg   Pantothensäure  10 mg   Beta-Alanin als CarnoSyn®   1600 mg   Citrullin  1000 mg   Tyrosin  500 mg   Acetyl L-Carnitinhydrochlorid   375 mg   N-Acetyl Cystein  315 mg   Theanin  100 mg   Cholinbitartrat  500 mg   Calciumglycerophosphat  200 mg   Magnesiumglycerophosphat   100 mg   Koffein  200 mg   Euphoria longana  200 mg   Lindera aggregata   100 mg   Citicholine (Cognizin®)  50 mg   Rhodiola Rosea   100 mg   Traubenkernextrakt  75 mg   Glycerylmonostearat  50 mg   Grapefruit Bioflavonoids  25 mg   Panax notoginseng   25 mg","Säuerungsmittel (Citronensäure, Äpfelsäure), Beta-Alanin als CarnoSyn®, L- Citrullin, Säureregulatoren (Natriumbicarbonat, Kaliumcarbonat), Aroma, Trennmittel (Siliciumdioxid, Calciumsilicat), Cholinbitartrat, L- Tyrosin, Acetyl L-Carnitinhydrochlorid, N-Acetyl Cystein, Magnesiumglycerophosphat, Calciumglycerophosphat, Koffein, Euphoria longana-Fruchtextrakt, Pyridoxinhydrochlorid, L- Theanin, Lindera aggregata- Wurzelextrakt, Rhodiola rosea-Wurzelextrakt, Grapefruit Bioflavonoid Komplex, Traubenkernextrakt [Vitis vinifera, Kern], Süßungsmittel (Sucralose, Acesulfam-K), Spirulinapulver, CDP-Cholin (Cognizin®), Glycerylmonostearat, Nicotinamid, Panax notoginseng-Wurzelextrakt, Calcium-D-Pantothenat, Cyanocobalamin, Cholecalciferol, Pteroylmonoglutaminsäure, Thiaminhydrochlorid.","263g","Blue Raspberry","29,90 €","BSN No-Xplode XE Edge, 263g","NO Booster","https://www.fitmart.de/Trainingsbooster/NO-Booster/"
"1578066721-683","https://www.fitmart.de/Low-Carb/","Low Carb","","","Details","https://www.fitmart.de/Low-Carb/Flavour-System/ESN-Flavor-Drops-50ml.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_flavordrops_tropicalpunch_1.jpg","Flavor Drops von ESN (Elite Sports Nutrients - Made in Germany) 
 ist ein flüssiges Aromasystem mit einem hervorragenden Geschmack. Flavor Drops enthalten keine Kalorien und sind für alle Trainingsziele geeignet, vor allem in Diätphasen. 
 Flavor Drops gibt es in verschiedenen köstlichen Geschmacksrichtungen, bereits wenige Tropfen verfeinern deinen Protein Shake, Quark, Joghurt, Müsli, Porridge und Getränke. Mit der praktischen Pipette kannst du genau dosieren, ob zu Hause, auf der Arbeit oder unterwegs. 
 ESN Flavor Drops bestehen aus sehr hochwertigen und einzigartigen Aromen. Das Produkt wird nach eigenen Rezepturen exklusiv hergestellt und ist in keinem anderen Produkt dieser Art auf dem Markt vorhanden. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN Flavor Drops werden in Deutschland nach höchstem Standard produziert.","null","Aroma, Süßungsmittel (Sucralose).","1 Flasche","Tropical Punch","6,90 €","ESN Flavor Drops, 50ml","Flavour System","https://www.fitmart.de/Low-Carb/Flavour-System/"
"1578069589-2100","https://www.fitmart.de/Eiweisspulver/","Eiweißpulver","","","Details","https://www.fitmart.de/Eiweisspulver/Whey-Protein/ESN-Tasty-Whey-1000g-Standbeutel.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_tastywhey_1000g_1.jpg","Tasty Whey von ESN (Elite Sports Nutrients) 
 ist ein ultrafiltriertes Whey Konzentrat aus einer besonders hochwertigen Qualität. Tasty Whey beinhaltet ein komplexes Aminosäurenprofil, löst sich hervorragend auf und hat einen schönen natürlichen Geschmack. ESN Tasty Whey ist für den Aufbau von neuer Muskelmasse ideal und dadurch besonders in der Bodybuilding- und Fitness-Szene beliebt. 
 Warum wir neben unseren Whey Topseller (ESN Designer Whey und ESN IsoWhey Hardcore) noch ein Whey auf den Markt gebracht haben? 
 Vorallem von neuen sportbegeisterten Athleten, wurde ein preiswerteres Whey gewünscht, das als hochwertige Alternative genutzt werden kann - so entstand unser ESN Tasty Whey! Mit Tasty Whey haben wir ein reines Whey Konzentrat mit der ESN Bestqualität kreiert. Reines Whey Konzentrat ist vom Proteingehalt etwas niedriger und enthält von Natur aus etwas mehr Kohlenhydrate. Probieren Sie das ESN Tasty Whey in einer der zahlreichen Geschmacksrichtungen - Sie werden begeistert sein! 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN Tasty Whey wird in Deutschland nach höchstem Standard produziert.","Nährwerte Vanilla (Classic)
pro 30 g Pulver
pro 100 g Pulver 

Brennwerte
117 kcal
390 kcal 

Fett
1,8 g
6 g 

davon gesättigte Fettsäuren
0,59 g
2,5 g 

Kohlenhydrate
2,1 g
7 g 

davon Zucker
1,25 g
3,51 g 

Protein
23,1 g
77 g 

Salz
< 0,1 g
0,2 g","ultrafiltriertes Molkeneiweißkonzentrat, Aromen, Emulgator: Sonnenblumenlecithin, Süßungsmittel: Sucralose, Acesulfam K. Enthält Milcherzeugnisse und ein Sojaerzeugnis (Sojalecithin).","1000g","Vanilla (Classic)","16,90 €","ESN Tasty Whey, 1000g Standbeutel","Whey Protein","https://www.fitmart.de/Eiweisspulver/Whey-Protein/"
"1578068371-1494","https://www.fitmart.de/Aminosaeuren/","Aminosäuren","","","Details","https://www.fitmart.de/Aminosaeuren/Amino-Liquid/Weider-Amino-Power-Liquid-1-Liter.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_weider_aminoli3_1.jpg","Amino Power Liquid von Weider   ist ein gut schmeckendes flüssiges Aminosäuren Supplement, bestehend aus Proteinhydrolisat (kollagenes). Weider Amino Power Liquid enthält zudem reinstes, enzymatisch aufgespaltenes Whey Protein Hydrolysat mit hauptsächlich kurzkettigen Peptiden, was für eine optimale Aufnahme sorgt und die biologische Wertigkeit bedeutend anhebt. Ideal für Bodybuilder und Kraftsportler bei erhöhtem Aminosäurenbedarf rund um das Training.   Hersteller-Informationen:   Flüssiger Baustoff für starke Muskeln!   Amino Power Liquid ist ein flüssiges Proteinhydrolysatkonzentrat zur Versorgung der trainierten Muskulatur. Das eingesetzte Protein ermöglicht eine rasche Aufnahme der Aminosäuren in den Muskel. Mit Amino Power Liquid kann dem Abbau von körpereigenen Proteinen zur Energiegewinnung während des Trainings effektiv entgegengewirkt werden. Bei der Zufuhr nach dem Training wird die Regeneration verbessert, sodass der Trainingsreiz schneller in Muskelmasse umgesetzt werden kann.   Das zugesetzte freie L-Leucin in Verbindung mit Vitamin B6 fördert die Proteinsynthese. Besonders in der Kraft- und Muskelaufbauphase kann Amino Power Liquid helfen, den erhöhten Proteinbedarf zu decken, um kontinuierlich Fortschritte zu erzielen. Alle verwendeten Rohstoffe entsprechen den höchsten Qualitätsansprüchen und machen Amino Power Liquid zu einem unvergleichlichen Spitzenprodukt!","Nährwerte Mandarine pro 15 ml pro 100 ml   Brennwerte 168 kJ / 39,7 kcal 1103 kJ / 260 kcal   Fett <0,1 g <0,1 g   davon gesättigte Fettsäuren <0,1 g <0,1 g   Kohlenhydrate 2 g 13 g   davon Zucker 2 g 12 g   Protein 7,7 g 52 g   Salz 0,06 g 0,39 g   Vitamin B6 1,4 mg 3,1 mg   Taurin 188 mg 1250 mg   
   Aminosäurenbilanz pro 100 g Pulver   Alanin/alanine 7683 mg   Arginin/arginine 7819 mg   Asparaginsäure/aspartic acid 6718 mg   Cystin/cysteine 116 mg   Glutaminsäure/glutamic acid  13031 mg   Glycin/glycine 18958 mg   Histidin/histidine 849 mg   L-Hydroxylysin 1081 mg   L-Hydroxyprolin 10425 mg   Isoleucin/isoleucine (BCAA)  1699 mg   Leucin/leucine (BCAA) 5598 mg   Lysin/lysine 3687 mg   Methionin/methionine 656 mg   Phenylalanin/phenlyalanine  2046 mg   Prolin/proline 10907 mg   Serin/serine  3436 mg   Threonin/threonine 2162 mg   Tryptophan/tryptophan 39 mg   Tyrosin/tyrosine  579 mg   Valin/valine (BCAA)  2510 mg","Eiweißhydrolysat, Wasser, Fruktose, Säuerungsmittel: Citronensäure; 3% Molkeneiweißhydrolysat, Aroma, L-Leucin, 1% Taurin, Konservierungsstoff: Kaliumsorbat; Süßungsmittel: Saccharin- Natrium, Natriumcyclamat, Acesulfam-K; Emulgator: E471; Vitamin B6.","1 Liter","Cola Flavour","27,99 €","Weider Amino Power Liquid, 1 Liter","Amino Liquid","https://www.fitmart.de/Aminosaeuren/Amino-Liquid/"
"1578069458-2021","https://www.fitmart.de/Eiweisspulver/","Eiweißpulver","2","https://www.fitmart.de/Eiweisspulver/Whey-Protein/2/#bb_artlist","Details","https://www.fitmart.de/Eiweisspulver/Whey-Protein/Weider-Premium-Whey-2300g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_weider_premiumwhey2_fitmart_1.jpg","Premium Whey von Weider   besteht aus Molkenprotein-Konzentrat und Molkenprotein-Isolat und ist mit Glutamin angereichert. Weider setzt wie auch andere Marken-Hersteller auf die bewährte Mikrofiltration, was wichtige Protein-Frakturen erhalten lässt. Premium Whey liefert schnell verdauliches Whey und somit wichtige Aminosäuren für den Muskelaufbau. Premium Whey wendet man bevorzugt rund um das Training an sowie morgens nach dem Aufstehen, genau dann wenn der Körper einen erhöhten Bedarf an Aminosäuren vorliegen hat.","Nährwerte Chocolate Nougat pro Portion 30 g Pulver* pro 100 g Pulver   Brennwerte 495 kJ / 117 kcal 1649 kJ / 390 kcal   Fett 1,6 g 5,2 g   davon gesättigte Fettsäuren 1,1 g 3,6 g   Kohlenhydrate 2,4 g 8,0 g   davon Zucker 1,8 g 6,1 g   Protein 23 g 76 g   Salz 0,24 g 0,8 g   Vitamin B6 0,7 mg 2,35 mg   Calcium 160 mg 534 mg   L-Glutamin 2000 mg 6667 mg   
   Aminosäurenbilanz pro 100 g Protein   Alanin/alanine 4,6 g   Arginin/arginine 2,0 g   Asparaginsäure/aspartic acid 9,2 g   Cystin/cysteine 2,0 g   Glutaminsäure/glutamic acid 14,5 g   Glutamin/glutamine 6,7 g   Glycin/glycine 1,5 g   Histidin/histidine 1,6 g   Isoleucin/isoleucine (BCAA) 7,0 g   Leucin/leucine (BCAA) 11,3 g   Lysin/lysine 8,9 g   Methionin/methionine 2,0 g   Phenylalanin/phenlyalanine 2,9 g   Prolin/proline 4,3 g   Serin/serine 4,4 g   Threonin/threonine 6,3 g   Tryptophan/tryptophan 1,3 g   Tyrosin/tyrosine 2,6 g   Valin/valine (BCAA) 5,7 g","60% Molkeneiweißkonzentrat, 20% Molkeneiweißisolat, 10% fettarmes Kakaopulver, 6,7% L-Glutamin, Aroma, Emulgator: Soja-Lecithine; Süßungsmittel: Natriumcyclamat, Acesulfam-K, Saccharin-Natrium; Calciumcarbonat, Vitamin B6.","2300g","Stracciatella","56,90 €","Weider Premium Whey, 2300g","Whey Protein","https://www.fitmart.de/Eiweisspulver/Whey-Protein/"
"1578068503-1553","https://www.fitmart.de/Aminosaeuren/","Aminosäuren","","","Details","https://www.fitmart.de/Aminosaeuren/Aminosaeuren-Komplex/ESN-EAA-500g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_eaa_freshpineapple_1.jpg","EAA von ESN (Elite Sports Nutrients - Made in Germany) 
 ist eines der besten und hochwertigsten EAA Aminosäuren Pulver am Markt. EAA bestehen aus einer ultramikronisierten Form und der höchsten Konzentration an EAA Aminosäuren. Die Vorteile von ultramikronisierten EAAs ist die perfekte Löslichkeit beim Zubereiten und die schnelle Resorption vom Körper. 
 ESN EAA sind essentielle Aminosäuren die unser Körper nicht selbst bilden kann. EAAs sind daher vor allem für Sportler von Vorteil. EAAs sind in Muskelaufbauphasen und in Diätphasen ideal und versorgen die Muskulatur vor allem während des harten Workouts schnell mit wichtigen Aufbaunährstoffen. ESN EAA enthalten nur wenig Kohlenhydrate und keine Lactose und sind dadurch perfekt in Definitionphasen geeignet. 
 ESN EAA gibt es in hervorragenden Geschmacksrichtungen, die sich von anderen Produkten abheben. Der fertig angemischte Amino Juice wird ""saftähnlich"" und ist so schmackhaft, dass EAA vor allem während der Trainingseinheiten als Intra-Workout Drink geeignet ist. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN EAA wird in Deutschland nach höchstem Standard produziert.","Nährwerte
pro Portion 14 g Pulver
pro 100 g Pulver 

Brennwerte
201 kJ / 48 kcal
1424 kJ / 340 kcal 

Fett
0,28 g
2 g 

davon gesättigte Fettsäuren
< 0,1 g
0,2 g 

Kohlenhydrate
0,5 g
3,6 g 

davon Zucker
0,5 g
3,6 g 

Ballaststoffe
0 g
0 g 

Protein
0 g
0 g 

Salz
0 g
0 g 



 

Aminosäurenbilanz (EAAs)
pro Portion 14 g Pulver
pro 100 g Pulver 

L-Leucin
3,5 g
26,6 g 

L-Isoleucin
1,1 g
8,7 g 

L-Valin
1,1 g
8,7 g 

L-Lysin
2,3 g
17,3 g 

L-Methionin
0,4 g
2,8 g 

L-Threonin
1,1 g
8,6 g 

L-Phenylalanin
0,3 g
2 g 

L-Tryptophan
0,3 g
2,1 g","L-Leucin, L-Lysin, L-Isoleucin, L-Valin, L- Methionin, L-Threonin, L-Tryptophan, LPhenylalanin, Säuerungsmittel (Citronensäure), Farbstoff (Beta Carotin), Aroma, Süßungsmittel (Sucralose, Acesulfam K, Natriumcyclamat, Natriumsaccharin), Emulgator (Lecithin).","500g","Fresh Pineapple","29,90 €","ESN EAA, 500g","Aminosäuren Komplex","https://www.fitmart.de/Aminosaeuren/Aminosaeuren-Komplex/"
"1578066941-783","https://www.fitmart.de/Naehrstofftiming/","Nährstofftiming","","","Details","https://www.fitmart.de/Naehrstofftiming/Post-Workout/All-Stars-EAAs-400g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_as_eaas_1.jpg","EAAs von All-Stars 
 enthält alle essentiellen Aminosäuren in freier Form. Mit den essentiellen Aminosäuren ist unser Körper in der Lage, neues Muskelgewebe aufzubauen und vorhandene Muskulatur zu schützen. EAAs dienen daher als wichtige und unentbehrliche Muskelproteinbausteine und eignen sich insbesondere für Sportler aus den Bereichen Bodybuilding, Kampfsport und Fitness.","Nährwerte Fresh Orange
pro Portion 14 g Pulver
pro 100 g Pulver 

Brennwerte
208,3 kJ / 49,3 kcal
1488,1 kJ / 352,1 kcal 

Fett
0 g
0 g 

davon gesättigte Fettsäuren
0 g
0 g 

Kohlenhydrate
0,9 g
6,4 g 

davon Zucker
< 0,1g
0,2 g 

Protein
10,3 g
73,4 g 

Salz
0,2 g
1,8 g 



 

Aminosäurenbilanz pro Portion 14 g Pulver 

Isoleucin/isoleucine (BCAA)
1097 mg 

Leucin/leucine (BCAA)
3490 mg 

Lysin/lysine
2300 mg 

Methionin/methionine
400 mg 

Phenylalanin/phenlyalanine
299 mg 

Threonin/threonine
1100 mg 

Tryptophan/tryptophan
299 mg 

Valin/valine (BCAA)
1100 mg","L-Leucin, L-Lysin Hydrochlorid, Citronensäure, L-Threonin, L-Valin, L-Isoleucin, Aroma, Maltodextrin, L-Methionin, L-Phenylalanin, L-Tryptophan, Natürliches Aroma, Natriumchlorid, Trennmittel Siliciumdioxid, Süßstoffe Acesulfam K und Sucralose, Farbstoff Beta Carotin.","400g","Strawberry Mango","26,90 €","All-Stars EAAs, 400g","Post-Workout","https://www.fitmart.de/Naehrstofftiming/Post-Workout/"
"1578068806-1738","https://www.fitmart.de/Eiweissriegel/","Eiweißriegel","","","Details","https://www.fitmart.de/Eiweissriegel/Proteinriegel/Barebells-Protein-Bar-1-Riegel-55g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_barebells_proteinbar_cookies2_1.jpg","Protein Bar von Barebells 
 ist ein leckerer Low Carb Riegel mit 20 Gramm Protein. Diese köstlichen Riegel sind der ideale Genuss für alle, die Ihre Lust nach Süßem ohne Reue stillen möchten. Der perfekte Snack für jede Gelegenheit.","Nährwerte (Cookies & Cream)
pro Riegel 55 g
pro 100 g 

Brennwerte
825 kJ / 197 kcal
1499 kJ / 358 kcal 

Fett
7 g
12 g 

davon gesättigte Fettsäuren
4,1 g
7,5 g 

Kohlenhydrate
16 g
30 g 

davon Zucker
1,7 g
3,1 g 

Protein
20 g
36 g 

Salz
0,17 g
0,32 g","Milcheiweiß, Milchschokolade (24%) (Süßungsmittel: Maltite, Kakaobutter, Vollmilchpulver, Kakaomasse, Emulgatoren: Sojalecithine, Aromastoffe), Feuchthaltemittel: Glycerin, Isomaltooligosaccharide, Kollagen-Hydrolysat, Wasser, Sojacrisp (Sojaproteinisolate, Kakao, Tapiokastärke), Palmöl, Aromastoffe, Süßungsmittel: Sucralose, Acesulfam-K.","1 Riegel","Cookies and Cream","2,49 €","Barebells Protein Bar, 1 Riegel, 55g","Proteinriegel","https://www.fitmart.de/Eiweissriegel/Proteinriegel/"
"1578067792-1245","https://www.fitmart.de/Masseaufbau/","Masseaufbau","","","Details","https://www.fitmart.de/Masseaufbau/Kohlenhydratpulver/ESN-Maltodextrin-4000g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_esn_maltodextrin_4000g_1.jpg","Maltodextrin von ESN (Elite Sports Nutrients - Made in Germany) 
 besteht aus reinster hydrolisierter Maisstärke, liefert die nötigen Kohlenhydrate nach harten intensiven Trainingseinheiten und füllt die Glycogenspeicher mit neuer Energie. 
 ESN Maltodextrin ist ideal in der Kobination mit Creatin und Aminosäuren und lässt sich durch den neutralen Geschmack perfekt in jedes Getränk mischen, wie z. B. in den Whey Protein Shake. ESN Maltodextrin ist sehr hochwertig und hier zu einem unschlagbar günstigen Preis im 4000g Beutel zu erhalten. 
 Die verwendeten Rohstoffe stammen von den besten Rohstoffherstellern. Wir legen großen Wert auf eine gleichbleibende und hervorragende Qualität unserer Rohstoffe. ESN Maltodextrin wird in Deutschland nach höchstem Standard produziert.","Nährwerte
pro Portion 60 g Pulver
pro 100 g Pulver 

Brennwerte
1020 kJ / 246 kcal
1649 kJ / 397,7 kcal 

Fett
0 g
0 g 

davon gesättigte Fettsäuren
0 g
0 g 

Kohlenhydrate
58,2 g
97 g 

davon Zucker
5,1 g
8,5 g 

Protein
0 g
0 g 

Salz
0 g
0 g","Maltodextrin (hydrolisierte Maisstärke)","4000g","null","16,90 €","ESN Maltodextrin, 4000g","Kohlenhydratpulver","https://www.fitmart.de/Masseaufbau/Kohlenhydratpulver/"
"1578068693-1662","https://www.fitmart.de/Eiweissriegel/","Eiweißriegel","2","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/2/#bb_artlist","Details","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/Grenade-Carb-Killa-1-Riegel-60g.html","https://www.fitmart.de/out/pictures/generated/product/1/340_400_100/sol_carbkilla_jaffaquake_1.jpg","Carb Killa von Grenade   sind Low Carb Protein Riegel mit hochwertigem Milchprotein und Soja Crisps. Das Produkt unterstützt den Muskelaufbau von Sportlern und ist für eine kohlenhydratarme Ernährungphase bestens geeignet. Carb Killa enthält eine weiche sowie knusprige Textur, ist mit Milchschokolade überzogen und schmeckt hervorragend.","Nährwerte Caramel Chaos pro Riegel á 60 g Pulver pro 100 g   Brennwerte 896 kJ / 214 kcal 1493 kJ / 357 kcal   Fett 7,9 g 13,2 g   davon gesättigte Fettsäuren 4,2 g 6,9 g   Kohlenhydrate 13,5 g 22,5 g   davon Zucker 1,4 g 2,4 g   davon Polyole 10,6 g 17,7 g   Ballaststoffe 6,7 g 11,1 g   Protein 23,2 g 38,7 g   Salz 0,45 g 0,75 g","Milch Protein (Milchschokolade mit Süßstoff: Maltit, Kakaobutter, Vollmilchpulver, Kakaomasse, Emulgator (Sojalecithin), Aromen) 18,3% Gelatine-Hydrolysat, Füllstoff (Polydextrose), Feuchthaltemittel (Glycerin), Soja Crisps (Soja Protein, Tapiokastärke, Salz) Soja Crisp (Soja-Protein, fettreduzierter Kakao, Tapiokastärke), Kakaobutter, Sojaöl, Magermilchpulver, Palmfett, Süßstoffe (Xylitol, Sucralose), Aromen, fettreduzierter Kakao, Salz, Emulgator (Soja Lecithin).","1 Riegel","Jaffa Quake","1,99 €","Grenade Carb Killa, 1 Riegel, 60g","Low Carb Protein Riegel","https://www.fitmart.de/Eiweissriegel/Low-Carb-Protein-Riegel/"
