web-scraper-order,web-scraper-start-url,product-url,product-url-href,product-description-short,product-name,product-price,product-size,product-flavour,product-img-src,product-description-long,product-nutrition-src,product-allergens-src,product-size-alternative,product-category
"1578221139-59","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/c/141","Grapeseed, Green Tea & Pine Bark","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Di%C3%A4tnahrung/Gr%C3%BCntee-Extrakt/Grapeseed%2C-Green-Tea-%26-Pine-Bark/p/p_09947","125 mg reiner Traubenkernextrakt","Grapeseed, Green Tea & Pine Bark","11,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_09947_Image_01?layer0=$PLP_001$","Swanson ist auf dem Markt von Vitaminen und Mineralien ein Vorreiter. Sie haben ein extrem großes Sortiment mit ausschließlich Spitzenprodukten zum allerbesten Preis. Swanson besteht inzwischen seit 45 Jahren und ist durch nur einen Mann begonnen. Dieser Mann hatte einen Traum: Gesundheit in die Welt bringen, und heutzutage sind sie bei Swanson immer noch damit beschäftigt. Swanson ist ein echter Familienbetrieb. Qualität, Hochwertigkeit und Service stehen bei ihnen ganz obenan. Sie arbeiten mit den besten Zutaten, mit den richtigen Garantien und Arbeitsbedingungen.","https://media.bodyandfit.com/i/bodyandfit/p_09947_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_09947_Label_de-de_01?layer0=$MAIN$","60 kapseln (2  monate)","Pflanzliche Nahrungsergänzung"
"1578228597-1946","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Mutant Whey","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Mutant-Whey/p/mutant-whey","4-stage Whey Protein mit DCC™","Mutant Whey","71,90 €","4540 gramm","Cookies & cream","https://media.bodyandfit.com/i/bodyandfit/mutant-whey_Image_01?layer0=$PLP_001$","In der Tat, Whey-Proteine tragen zum Wachstum von Muskelmasse bei.","https://media.bodyandfit.com/i/bodyandfit/mutant-whey_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/mutant-whey_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578220946-42","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/c/141","High Absorption Curcumin from Turmeric Root","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/High-Absorption-Curcumin-from-Turmeric-Root/p/53464","500/1000 mg Tumeric Root Extract pro Kapsel","High Absorption Curcumin from Turmeric Root","41,90 €","90 €","","https://media.bodyandfit.com/i/bodyandfit/53464_Image_01?layer0=$PLP_001$","null","https://media.bodyandfit.com/i/bodyandfit/53464_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/53464_Label_de-de_01?layer0=$MAIN$","null","Pflanzliche Nahrungsergänzung"
"1578227613-1020","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Ausdauer/Isotonische-Getr%C3%A4nke/c/79","Low Carb Vital Drink","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Ausdauer/Isotonische-Getr%C3%A4nke/Low-Carb-Vital-Drink/p/low-carb-vital-drink","Leckere Sorten","Low Carb Vital Drink","8,90 €","null","Cherry Banana","https://media.bodyandfit.com/i/bodyandfit/low-carb-vital-drink_Image_01?layer0=$PLP_001$","Low Carb Vital Drink ist ein Sirup mit dem du dein eigenes Sportgetränk machst. Low Carb Vital Drink ist ein supererfrischendes Getränk mit Vitaminen und Mineralien.
*Die Sorte Energy enthält auch 60 mg Koffein.","https://media.bodyandfit.com/i/bodyandfit/low-carb-vital-drink_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/low-carb-vital-drink_Label_de-de_01?layer0=$MAIN$","1000 ml (200  dosierungen)","Isotonische Getränke"
"1578228617-1974","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Isolate Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Isolate-Perfection/p/isolaat-perfection","100 % Whey-Proteinisolat, keine anderen Proteinquellen","Isolate Perfection","64,90 €","4000 gramm","Vanilla Sensation","https://media.bodyandfit.com/i/bodyandfit/isolaat-perfection_Image_01?layer0=$PLP_001$","Die höchstmögliche Qualität an instantisiertem Whey-Proteinisolat, unglaublich lecker und zu einem sehr scharfen Preis. Dafür steht Isolate Perfection! Ob es nun für deine Muskeln oder eine Diät ist, ob es nun um den höchsten Proteingehalt, den niedrigsten Fett- oder Kalorienanteil, die beste Löslichkeit oder den Geschmack geht: Isolate Perfection gewinnt immer. Unser Isolate Perfection ist dein #1 Whey-Proteinisolat.","https://media.bodyandfit.com/i/bodyandfit/isolaat-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/isolaat-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578225479-482","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Pasta%2C-Reis-%26-Co-/c/240","Buchweizennudeln mit Süßkartoffel","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Pasta%2C-Reis-%26-Co-/Buchweizennudeln-mit-S%C3%BC%C3%9Fkartoffel/p/p_54554","Super tasty Pasta!","Buchweizennudeln mit Süßkartoffel","3,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_54554_Image_01?layer0=$PLP_001$","Buchweizen wird in der deutschen Küche immer bekannter. Du kannst mit diesen Buchweizennudeln in endloser Vielfalt kombinieren. Gib einfach deine Lieblingszutaten hinzu und in einem Minimum an Zeit hast du eine leckere, nahrhafte Mahlzeit bereitstehen! Mach beispielsweise ein leckeres Wokgericht mit schön frischem Gemüse und Fleisch, Geflügel, Fisch, Tofu oder Omelettestreifen. Auch eine hausgemachte Nudelsuppe mit schön viel Gemüse ist eine echte Empfehlung. Lass es dir schmecken!","https://media.bodyandfit.com/i/bodyandfit/p_54554_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_54554_Label_de-de_01?layer0=$MAIN$","250 gramm","Pasta, Reis & Co"
"1578227480-880","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Quest Bar","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Quest-Bar/p/quest-bar","Proteine aus Whey-Protein und Milchproteinisolat","Quest Bar","24,90 €","null","Maple Waffle","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Image_01?layer0=$PLP_001$","Quest Bars enthalten keine billigen Proteinquellen. Nur hochwertige Proteine aus Whey Protein und Milchproteinisolat. In den Quest Bars stecken davon ganze 20 Gramm pro Riegel. Zudem enthalten die Quest Bars 22 Gramm Kohlenhydrate, davon ganze rund 17 Gramm wichtige Ballaststoffe und nur 1 Gramm Zucker.","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/quest-bar_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578227666-1065","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/c/68","Universal Creatine","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/Universal-Creatine/p/universal-micronized-creapure-creatine","Reines Creatin","Universal Creatine","15,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/universal-micronized-creapure-creatine_Image_01?layer0=$PLP_001$","Universals „Creatine“ versorgt dich mit dem reinsten, am einfachsten zu nehmenden, erhältlichen Creatin.
Jede Produktcharge wird in einem Labor getestet und für absolute Reinheit zertifiziert. Du kannst dir sicher sein, dass du mit Universal das allerbeste erhältliche Creatin kaufst. Universals tägliche Creatindosis versorgt dich für maximale Resorption mit Creatin in seiner reinsten Form.","https://media.bodyandfit.com/i/bodyandfit/universal-micronized-creapure-creatine_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/universal-micronized-creapure-creatine_Label_de-de_01?layer0=$MAIN$","null","Kreatin"
"1578228146-1415","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/c/49","BCAA Amino","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/BCAA-Amino/p/bcaa-amino","8 Gramm BCAA 2:1:1 und 5 Gramm Kohlenhydrate pro Dosis.","BCAA Amino","11,90 €","null","Fruit Punch","https://media.bodyandfit.com/i/bodyandfit/bcaa-amino_Image_01?layer0=$PLP_001$","BCAAs sind die beliebtesten Aminosäuren unter Sportlern. Und das hat seinen Grund! 1/3 des Muskeleiweißes besteht aus BCAAs und diese kannst du nicht selbst produzieren. Unser hochwertiges BCAA 2:1:1 Pulver wird seinen pflanzlichen Quellen auf natürliche Weise entzogen, wodurch man die reinsten BCAAs erhält. Willst du ein optimales Ergebnis? Dann trink während oder direkt nach einem schweren Training eine Portion BCAA Amino ruhig aus. Body & Fit® BCAA Amino ist in kaltem Wasser sofort löslich.","https://media.bodyandfit.com/i/bodyandfit/bcaa-amino_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/bcaa-amino_Label_de-de_01?layer0=$MAIN$","330 gramm (22  dosierungen)","Was sind BCAAs?"
"1578228597-1941","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Mutant Whey","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Mutant-Whey/p/mutant-whey","4-stage Whey Protein mit DCC™","Mutant Whey","34,90 €","2270 gramm","Chocolate","https://media.bodyandfit.com/i/bodyandfit/mutant-whey_Image_01?layer0=$PLP_001$","In der Tat, Whey-Proteine tragen zum Wachstum von Muskelmasse bei.","https://media.bodyandfit.com/i/bodyandfit/mutant-whey_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/mutant-whey_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578228375-1642","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/c/12","Pure Hanfprotein","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/Pure-Hanfprotein/p/p_06934","Vegan","Pure Hanfprotein","9,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_06934_Image_01?layer0=$PLP_001$","Quelle für hochwertiges pflanzliches Eiweiß
Einfach mit Joghurt, Müsli oder Shakes zu mischen
Herrlich nussiger Geschmack
100% reines Hanfeiweißpulver!","https://media.bodyandfit.com/i/bodyandfit/p_06934_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_06934_Label_de-de_01?layer0=$MAIN$","500 gramm","Veganes Protein"
"1578227340-741","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Dedicated Crisp Bar","https://www.bodyandfit.com/de-de/Produkte/Neu/Dedicated-Crisp-Bar/p/C100563","20 g Eiweiß pro Riegel","Dedicated Crisp Bar","13,90 €","null","Chocolate Caramel crunch","https://media.bodyandfit.com/i/bodyandfit/C100563_Image_01?layer0=$PLP_001$&layer1=[src=/i/bodyandfit/roundle-new-2019]&layer1=$BADGE_S$","Der Crisp Bar ist der erste Proteinriegel den Dedicated Nutrition veröffentlicht. Und er ist eine herausragende Veröffentlichung! Anhand des Geschmacks dieser Riegel weißt du bereits, dass eine Menge Zeit und Arbeit investiert wurde, um etwas Besonderes zu kreieren. Der herausragende Geschmack macht den Genuss dieses Riegels mit einem Süßigkeitenriegel vergleichbar, dem durch das Knuspertopping ein schöner Biss verliehen wird. Dennoch enthalten diese Riegel 20 g Eiweiß und keinen Zuckerzusatz*.","https://media.bodyandfit.com/i/bodyandfit/C100563_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100563_Label_de-de_01?layer0=$MAIN$","15 riegel (55  gramm)","Proteinriegel"
"1578224958-449","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Gew%C3%BCrze-%26-Saucen/c/242","Jam & Jelly Fruit Spread","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Gew%C3%BCrze-%26-Saucen/Jam-%26-Jelly-Fruit-Spread/p/jam-fruit-spreads","Leckere Sorten","Jam & Jelly Fruit Spread","4,50 €","null","Apple Butter","https://media.bodyandfit.com/i/bodyandfit/jam-fruit-spreads_Image_01?layer0=$PLP_001$","Walden Farms Jam Fruit Spreads enthalten kaum Kalorien, Fett, Kohlenhydraten, Gluten und Zucker!","https://media.bodyandfit.com/i/bodyandfit/jam-fruit-spreads_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/jam-fruit-spreads_Label_de-de_01?layer0=$MAIN$","340 gramm (22  dosierungen)","Gewürze & Soßen"
"1578227232-659","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/c/196","Superfood Waffeln","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/Superfood-Waffeln/p/superfood-wafels","Rein natürliche Superfoods!","Superfood Waffeln","9,90 €","12 rollen","","https://media.bodyandfit.com/i/bodyandfit/superfood-wafels_Image_01?layer0=$PLP_001$","Genieße rein natürliche Superfoods! Unsere Superfood-Waffeln sind ein leckerer und bewusster Genuss. Sie sind rein natürlich, enthalten weder Salz noch Zucker und beinhalten nur 29 kcal pro Waffel. Keine überflüssigen oder künstlichen Zusätze wie E-Nummern!","https://media.bodyandfit.com/i/bodyandfit/superfood-wafels_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/superfood-wafels_Label_de-de_01?layer0=$MAIN$","null","Cookies & Muffins"
"1578228146-1418","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/c/49","BCAA Amino","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/BCAA-Amino/p/bcaa-amino","8 Gramm BCAA 2:1:1 und 5 Gramm Kohlenhydrate pro Dosis.","BCAA Amino","11,90 €","null","Watermelon","https://media.bodyandfit.com/i/bodyandfit/bcaa-amino_Image_01?layer0=$PLP_001$","BCAAs sind die beliebtesten Aminosäuren unter Sportlern. Und das hat seinen Grund! 1/3 des Muskeleiweißes besteht aus BCAAs und diese kannst du nicht selbst produzieren. Unser hochwertiges BCAA 2:1:1 Pulver wird seinen pflanzlichen Quellen auf natürliche Weise entzogen, wodurch man die reinsten BCAAs erhält. Willst du ein optimales Ergebnis? Dann trink während oder direkt nach einem schweren Training eine Portion BCAA Amino ruhig aus. Body & Fit® BCAA Amino ist in kaltem Wasser sofort löslich.","https://media.bodyandfit.com/i/bodyandfit/bcaa-amino_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/bcaa-amino_Label_de-de_01?layer0=$MAIN$","330 gramm (22  dosierungen)","Was sind BCAAs?"
"1578222200-149","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Empfehlungen-f%C3%BCr-Ihre-Ern%C3%A4hrung/Omega-3/c/156","Krillöl 500 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Empfehlungen-f%C3%BCr-Ihre-Ern%C3%A4hrung/Omega-3/Krill%C3%B6l-500-mg/p/p_51189","60 Softgels","Krillöl 500 mg","29,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_51189_Image_01?layer0=$PLP_001$","Krillöl wird aus antarktischen Krill gewonnen. Dieser Krill enthält eine immense Menge an Omega-Fettsäuren. Omega 3-Fetsäzuren sind mehrfach ungesättigte Fettsäuren. Die bekanntesten Formen sind die Fischfettsäuren Eicosapentaensäure (EPA) und Docosahexaensäure (DHA). EPA und DHA haben einen günstigen Einfluss auf den Erhalt eines normalen Blutdrucks* und tragen zum Erhalt eines normalen Triglyceridgehalts im Blut bei*. NKO (Neptune Krill Oil) ist eine registrierte Handelsmarke von Neptune & Biorressources Inc.","https://media.bodyandfit.com/i/bodyandfit/p_51189_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_51189_Label_de-de_01?layer0=$MAIN$","60 softgels","Omega-3"
"1578228269-1531","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Drinks/c/35","Smart Protein Drinks","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Drinks/Smart-Protein-Drinks/p/smart-protein-drinks","16 Gramm der besten Proteine","Smart Protein Drinks","4,20 €","null","Cappuccino","https://media.bodyandfit.com/i/bodyandfit/smart-protein-drinks_Image_01?layer0=$PLP_001$","„Das Prinzip einer Low Carb- Eiweißdiät liegt darin, die tägliche Kalorien- und Kohlenhydrateinnahme zu reduzieren und die Proteineinnahme zu erhöhen. Aber damit nicht genug, Proteine unterstützen zudem stärkere Muskeln, den Erhalt von Muskelmasse und deren Erholung.“

16 g hochwertiges Eiweiß, 0 zugefügter Zucker und nur 99 kcal! Smart Protein Drink enthält pro voller Flasche ganze 2,9 g Kohlenhydrate. Smart Protein Drinks sind einzigartig: Sie enthalten die hochwertigen Proteine aber nicht die Kohlenhydrate, überschüssigen Kalorien oder zugefügten Zucker! Für jeden und bei jeder Gelegenheit ideal, während einer Low Carb-Proteindiät, für ambitionierte Sportler oder wenn du bewusst auf deine Ernährung achtest.","https://media.bodyandfit.com/i/bodyandfit/smart-protein-drinks_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/smart-protein-drinks_Label_de-de_01?layer0=$MAIN$","1500 ml (6  stück)","Protein-Drinks"
"1578223919-308","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Nahrungserg%C3%A4nzung/Carnitin/c/108","L-Carnitin 500 mg","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Nahrungserg%C3%A4nzung/Carnitin/L-Carnitin-500-mg/p/p_11680","60 Filmtabletten pro Packung","L-Carnitin 500 mg","7,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_11680_Image_01?layer0=$PLP_001$","L-Carnitin von Puritan's Pride enthält pro Dosis 500 mg L-Carnitin!","https://media.bodyandfit.com/i/bodyandfit/p_11680_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_11680_Label_de-de_01?layer0=$MAIN$","60 filmtabletten","L-Carnitin"
"1578224264-334","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Abnehmshakes/Mahlzeitenersatz-Shakes/c/104","SlimFast Meal Replacement Puder","https://www.bodyandfit.com/de-de/Produkte/Protein/Proteinshakes/SlimFast-Meal-Replacement-Puder/p/C100186","Pro Portion 15 Gramm Eiweiß","SlimFast Meal Replacement Puder","14,90 €","438 gramm","Banane","https://media.bodyandfit.com/i/bodyandfit/C100186_Image_01?layer0=$PLP_001$","Ganz leicht zuzubereiten. SlimFast High Protein Powder ist ein herausragender Shake, der das Beste aus deinen Mahlzeiten holt. Binnen weniger Sekunden fertig. Du musst nur etwas Magermilch hinzugeben und gut schütteln ehe er aufgetischt werden kann. Deine Mahlzeiten sind frei von Zuckerzusatz*, enthalten 15 g Eiweiß und haben nur 230 Kalorien. Eine Portion liefert dir 1/3 deiner täglichen Nährstoffe. Due wählst aus 6 verschiedenen, leckeren Sorten.","https://media.bodyandfit.com/i/bodyandfit/C100186_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100186_Label_de-de_01?layer0=$MAIN$","null","Mahlzeitersetzende Shakes"
"1578228663-2077","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Nitro-Tech Performance","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Nitro-Tech-Performance/p/nitro-tech","30 Gramm Eiweiß pro Dosis","Nitro-Tech Performance","44,90 €","1800 gramm","Banane","https://media.bodyandfit.com/i/bodyandfit/nitro-tech_Image_01?layer0=$PLP_001$","Nitro-Tech Performance enthält vorwiegend Proteine aus Whey-Protein, der saubersten und reinsten Proteinquelle für Athleten.","https://media.bodyandfit.com/i/bodyandfit/nitro-tech_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/nitro-tech_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578226849-590","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/c/199","Pure Nussmix","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/Pure-Nussmix/p/52531","Mischung aus 5 unterschiedlichen Nüssen","Pure Nussmix","17,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/52531_Image_01?layer0=$PLP_001$","Nüsse sind verantwortbar und daher ein echtes Superfood! Der Pure Nussmix von Body & Fit Pure besteht aus sechs unterschiedlichen Nusssorten, die ungebrannt und ungesalzen sind.","https://media.bodyandfit.com/i/bodyandfit/52531_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/52531_Label_de-de_01?layer0=$MAIN$","1000 gramm","Nüsse & Samen"
"1578223551-273","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/B-Vitamine/c/131","Vitamin B-2","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/B-Vitamine/Vitamin-B-2/p/p_07304","Ein günstiger Einfluss auf einen normalen, energieliefernden Stoffwechsel","Vitamin B-2","9,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_07304_Image_01?layer0=$PLP_001$","Vitamin B12 trägt zur Verringerung von Müdigkeit und Erschöpfung bei! Vitamin B2 trägt unter anderem zur normalen Funktion des Nervensystems bei.","https://media.bodyandfit.com/i/bodyandfit/p_07304_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_07304_Label_de-de_01?layer0=$MAIN$","100 kapseln","B-Vitamine"
"1578220339-8","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Weitere-Gesundheitsprodukte/Glucosamin/c/187","Glucosamine, Chondroitine & MSM Mini-Tabs","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Weitere-Gesundheitsprodukte/Glucosamin/Glucosamine%2C-Chondroitine-%26-MSM-Mini-Tabs/p/p_10064","Leicht zu schluckende Minitabs","Glucosamine, Chondroitine & MSM Mini-Tabs","26,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_10064_Image_01?layer0=$PLP_001$","Nimm als Nahrungsergänzung 2-mal täglich 6 Mini-Tabs.","https://media.bodyandfit.com/i/bodyandfit/p_10064_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_10064_Label_de-de_01?layer0=$MAIN$","360 tabletten","Glucosamin"
"1578225890-514","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Nussbutter/Erdnussbutter/c/212","Erdnussbutterpulver PB2","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Nussbutter/Erdnussbutter/Erdnussbutterpulver-PB2/p/55162","","Erdnussbutterpulver PB2","11,90 €","454 gramm:","","https://media.bodyandfit.com/i/bodyandfit/55162_Image_01?layer0=$PLP_001$","PB2 hat den gleichen Geschmack und dieselbe Struktur wie „normale“ Erdnussbutter. PB2Erdnussbutteprulver wird dadurch hergestellt Erdnüsse langsam zu rösten und anschließend zu pressen, um das Öl (Fett) zu entfernen. Frei von künstlichen Geschmacksstoffen, Süßstoffen oder Konservierungsmitteln. Binnen weniger Sekunden bereitest du deine Lieblingserdnussbutter. Du musst lediglich Wasser hinzugeben und fertig. Misch 2 Esslöffel PB2 Erdnussbutterpulver mit 1 Esslöffel Wasser und lass es dir schmecken!","https://media.bodyandfit.com/i/bodyandfit/55162_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/55162_Label_de-de_01?layer0=$MAIN$","null","Erdnussbutter"
"1578227475-862","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Smart Bar","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Di%C3%A4tnahrung/Di%C3%A4t-Protein-Riegel/Smart-Bar/p/smart-bars","15 Gramm Eiweiß pro Riegel","Smart Bar","6,45 €","null","Delicious Caramel","https://media.bodyandfit.com/i/bodyandfit/smart-bars_Image_01?layer0=$PLP_001$","Smart Bar ist unser absoluter Proteinriegel Nummer 1. Reduced carb* und mit ausschließlich den besten Proteinen. Smart Bars sind eine unvorstellbar leckere Zwischenmahlzeit.","https://media.bodyandfit.com/i/bodyandfit/smart-bars_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/smart-bars_Label_de-de_01?layer0=$MAIN$","540 gramm (12  riegel)","Proteinriegel"
"1578228385-1650","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/c/12","Vegan Perfection - Special Series","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/Vegan-Perfection---Special-Series/p/C100198","100 % pflanzliches Eiweiß","Vegan Perfection - Special Series","12,90 €","280 gramm","Variety","https://media.bodyandfit.com/i/bodyandfit/C100198_Image_01?layer0=$PLP_001$&layer1=[src=/i/bodyandfit/roundle-new-2019]&layer1=$BADGE_S$","Ein sagenhaft leckerer Proteinshake auf der Basis natürlicher und pflanzlicher Zutaten. Ideal zur Verwendung in einem aktiven und/oder veganen Lifestyle, wenn man versucht Milchprodukte zu vermeiden oder einfach als Teil einer bewussten Ernährungsweise.","https://media.bodyandfit.com/i/bodyandfit/C100198_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100198_Label_de-de_01?layer0=$MAIN$","null","Veganes Protein"
"1578228588-1940","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Elite Whey Protein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Elite-Whey-Protein/p/elite-whey-protein","Mit ganzen 25 Gramm Eiweiß","Elite Whey Protein","89,90 €","4540 gramm","Vanilla","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Image_01?layer0=$PLP_001$","Verstärkt mit der ZYTRIX-Enzymmischung und in diversen leckeren Sorten erhältlich. Elite Whey ist aspartamfrei und sofortlöslich, es löst sich also in jeder Flüssigkeit perfekt auf! Du bekommst nur das was du wirklich willst, 100 % reine und leckere Proteine, die zum Erhalt und Wachstum von Muskelmasse beitragen.","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
