web-scraper-order,web-scraper-start-url,product-url,product-url-href,product-description-short,product-name,product-price,product-size,product-flavour,product-img-src,product-description-long,product-nutrition-src,product-allergens-src,product-size-alternative,product-category
"1578227837-1163","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Pre-Workout/Pump-%26-Trainingsbooster/c/45","Super Strength L-Arginin 900 mg","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4ure-Kapseln/Super-Strength-L-Arginin-900-mg/p/p_09978","Full Spectrum Strength L-Arginin","Super Strength L-Arginin 900 mg","8,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_09978_Image_01?layer0=$PLP_001$","Full Spectrum Strength L-Arginin von Swanson.","https://media.bodyandfit.com/i/bodyandfit/p_09978_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_09978_Label_de-de_01?layer0=$MAIN$","90 veggie-caps","Pump & Trainingsbooster"
"1578228435-1722","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/c/6","Fusion Pro","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/Fusion-Pro/p/fusion-pro","Die gescheiteste Proteinshake, sowohl langsame als auch schnelle Resorption.","Fusion Pro","39,90 €","1814 gramm","Chocolate-Tella Milkshake","https://media.bodyandfit.com/i/bodyandfit/fusion-pro_Image_01?layer0=$PLP_001$","Whey Proteinkonzentrat – für eine schnelle Resorption
Milk Proteinkonzentrat (Casein) - für Time-Release-Wirkung.","https://media.bodyandfit.com/i/bodyandfit/fusion-pro_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/fusion-pro_Label_de-de_01?layer0=$MAIN$","null","Milchprotein Mischungen"
"1578228537-1881","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Tasty Whey","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Tasty-Whey/p/tasty-whey","Ultrafiltriertes Whey Protein Konzentrat","Tasty Whey","15,90 €","null","Strawberry","https://media.bodyandfit.com/i/bodyandfit/tasty-whey_Image_01?layer0=$PLP_001$","Das ESN Tasty Whey besteht aus einem CFM-gefilterten Instant Whey Konzentrat. Es ist reich an BCAA und Glutamin und überzeugt mit einem ordentlichen Proteingehalt. Das ESN Tasty Whey ist für jeden Sportler und Nicht-Sportler eine ausgezeichnete Proteinquelle.","https://media.bodyandfit.com/i/bodyandfit/tasty-whey_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/tasty-whey_Label_de-de_01?layer0=$MAIN$","1000 gramm (33  dosierungen)","Whey Protein"
"1578227292-688","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/M%C3%BCsliriegel/c/195","Trek Protein Flapjacks","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/M%C3%BCsliriegel/Trek-Protein-Flapjacks/p/56972","Leckere Proteinrigel von Trek!","Trek Protein Flapjacks","17,90 €","16 riegel:","Cocoa Coconut","https://media.bodyandfit.com/i/bodyandfit/56972_Image_01?layer0=$PLP_001$","Die Protein Flapjacks von Trek bestehen aus einer leckeren Mischung aus glutenfreiem Hafer, Früchten, Nüssen und knusprigem Soja. Dieses Produkt ist komplett glutenfrei, 100 % natürlich, vegan und proteinreich. Ein Protein Flapjack liefert ganze 10 Gramm Eiweiß. Kannst du vor dem Training durchaus etwas Extra gebrauchen oder willst du deine Proteine nach dem Training anfüllen? Probier dann doch mal die Protein Flapjacks von Trek. Das wird absolut dein neuer Lieblingsriegel! Sie sind in 4 leckeren Sorten erhältlich.","https://media.bodyandfit.com/i/bodyandfit/56972_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/56972_Label_de-de_01?layer0=$MAIN$","null","Müsliriegel"
"1578228588-1938","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Elite Whey Protein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Elite-Whey-Protein/p/elite-whey-protein","Mit ganzen 25 Gramm Eiweiß","Elite Whey Protein","46,90 €","2100 gramm","Rich Chocolate","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Image_01?layer0=$PLP_001$","Verstärkt mit der ZYTRIX-Enzymmischung und in diversen leckeren Sorten erhältlich. Elite Whey ist aspartamfrei und sofortlöslich, es löst sich also in jeder Flüssigkeit perfekt auf! Du bekommst nur das was du wirklich willst, 100 % reine und leckere Proteine, die zum Erhalt und Wachstum von Muskelmasse beitragen.","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/elite-whey-protein_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578227224-656","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/c/196","Protein Cookies","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Snacks/Protein-Cookies/p/55629","Der perfekte Protein Cookie!","Protein Cookies","28,90 €","null","Double Chocolate","https://media.bodyandfit.com/i/bodyandfit/55629_Image_01?layer0=$PLP_001$","Quest versteht, dass das Verlangen nach Keksen ab und zu sehr hart sein kann. Darum haben sie Omas beliebtes Kekstezept in eine verantwortbaren Version abgeändert. Die Cookies enthalten nahrhafte Zutaten und sind herrlich weich, süß und cremig. Das macht sie bei jeder Gelegenheit des Tages zu einem perfekten Genuss! Erhältlich in 4 leckeren Sorten: Chocolate Chip, Peanut Butter, Oatmeal Raisin und Double Chocolate Chip.","https://media.bodyandfit.com/i/bodyandfit/55629_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/55629_Label_de-de_01?layer0=$MAIN$","708 gramm (12  stück)","Cookies & Muffins"
"1578228517-1864","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Breakfast","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Breakfast/p/whey-breakfast","High Protein Sportfrühstück","Whey Breakfast","6,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/whey-breakfast_Image_01?layer0=$PLP_001$","Hast du keine Zeit zum Frühstücken? Bist du viel unterwegs? Treibst du viel Sport? Willst du bewusster leben? Oder Zucker vermeiden? Bist du immer in Eile? Egal was der Grund ist, sorg dafür, dass du immer eine Packung Whey Breakfast im Haus hast. Mit Whey Breakfast bereitest du binnen weniger Sekunden einen nahrhaften High Protein Shake zu. Sowohl morgens als auch bei jeder anderen Gelegenheit des Tages ideal.","https://media.bodyandfit.com/i/bodyandfit/whey-breakfast_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-breakfast_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578227490-893","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Carb Killa Bars","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Carb-Killa-Bars/p/carb-killa-bars","High Protein - Low Carb Riegel mit nur 214 Kalorien.","Carb Killa Bars","23,90 €","null","Birthday Cake","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Image_01?layer0=$PLP_001$","leckere Proteinriegel voll mit Crunchy Crispies, ganzen 23,2 Gramm Eiweiß und nur 1,4 Gramm Zucker. Ideal für ambitionierte Sportler und während einer Eiweißdiät. High Protein - Low Carb Riegel und nur 214 Kalorien.","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/carb-killa-bars_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578228110-1391","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/c/49","Optimum Nutrition Recovery Pack","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Optimum-Nutrition-Recovery-Pack/p/p_56984","Limited Edition!","Optimum Nutrition Recovery Pack","21,00 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_56984_Image_01?layer0=$PLP_001$","Das Recovery Pack enthält Gold Standard 100% Whey Double Rich Chocolate Flavour, Gold Standard BCAA Train + Sustain Strawberry Kiwi und einen robusten Optimum Nutrition Shaker mit ganzen 400 ml Inhalt!","https://media.bodyandfit.com/i/bodyandfit/p_56984_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_56984_Label_de-de_01?layer0=$MAIN$","1 packung","Was sind BCAAs?"
"1578227470-860","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Perfection Bar Crunchy","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Perfection-Bar-Crunchy/p/50531","Reich an Proteinen: 20 Gramm Eiweiß pro Riegel","Perfection Bar Crunchy","7,50 €","null","White chocolate raspberry","https://media.bodyandfit.com/i/bodyandfit/50531_Image_01?layer0=$PLP_001$","Unsere neuen Perfection Bars sind so lecker und crunchy, dass du dir nicht vorstellen kannst, dass sie so viel Eiweiß enthalten und frei von zugefügtem Zucker sind. Die Perfection Bars Crunchy enthalten pro ganzem Proteinriegel 20 Gramm hochwertiges Eiweiß, sind frei von zugefügtem Zucker und zuckerarm. Das ist wahnsinnig gut! Vom Geschmack und der Textur her lässt unser neuer Proteinriegel alle anderen Proteinriegel und sogar Candybars erblassen!

Hochwertiges Eiweiß 
Perfection Bars Crunchy werden mit Milch- und Whey-Isolat hergestellt. Genau die richtigen Proteine für ambitionierte Sportler!

Wir sind der Spezialist für Proteinriegel in Europa
Wo große Einzelhandelsketten die Regale immer noch mit Proteinriegeln voller Zucker oder sogar Candybars füllen, bieten wir als erster in Europa einen Proteinriegel mit 20 Gramm Eiweiß mit dem Geschmack und der Textur eines Candybars an.

#1 Proteinriegel für ambitionierte Sportler!

0 zugefügter Zucker
Zuckerarm
20 Gramm hochwertiges Eiweiß
Eiweiß: Milch- und Whey-Proteinisolat
Der Geschmack:
Chocolate Toffee ist mit Zartbitterschokolade umhüllt und Chocolate Coconut ist mit Milchschokolade umhüllt.","https://media.bodyandfit.com/i/bodyandfit/50531_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/50531_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578228353-1615","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/c/12","Biologisches Sojaprotein","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/Biologisches-Sojaprotein/p/p_51908","Enthält ganze 90% Eiweiß","Biologisches Sojaprotein","12,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_51908_Image_01?layer0=$PLP_001$","Biologisches Sojaprotein ist ideal als Unterstützung, um täglich genügend Proteine aufzunehmen. Biologisches Sojaprotein wird ohne Zusätze aus biologischen Sojabohnen hergestellt und ist gmo-frei. Ideal als Alternative zu Proteinpulvern aus tierischer Herkunft. Biologisches Sojaprotein ist besonders proteinreich, denn es enthält ganze 90% Eiweiß. Ideal, um es mit Wasser zu einem Proteinshake zu mischen oder es in Speisen, Smoothies, Säfte oder Backrezepte zu geben. Für Veganer geeignet.","https://media.bodyandfit.com/i/bodyandfit/p_51908_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_51908_Label_de-de_01?layer0=$MAIN$","750 gramm","Veganes Protein"
"1578222717-195","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/c/134","Magnesium 250 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/Magnesium-250-mg/p/magnesium-250-mg-puritans-pride","Unterstützt die Zähne und dient dem Erhalt starker Knochen","Magnesium 250 mg","8,90 €","200 filmtabletten:","","https://media.bodyandfit.com/i/bodyandfit/magnesium-250-mg-puritans-pride_Image_01?layer0=$PLP_001$","Nimm 1-2-mal pro Tag 1 Filmtablette, vorzugsweise mit einer Mahlzeit.","https://media.bodyandfit.com/i/bodyandfit/magnesium-250-mg-puritans-pride_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/magnesium-250-mg-puritans-pride_Label_de-de_01?layer0=$MAIN$","null","Magnesium"
"1578222717-194","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/c/134","Magnesium 250 mg","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/Magnesium-250-mg/p/magnesium-250-mg-puritans-pride","Unterstützt die Zähne und dient dem Erhalt starker Knochen","Magnesium 250 mg","3,50 €","100 filmtabletten:","","https://media.bodyandfit.com/i/bodyandfit/magnesium-250-mg-puritans-pride_Image_01?layer0=$PLP_001$","Nimm 1-2-mal pro Tag 1 Filmtablette, vorzugsweise mit einer Mahlzeit.","https://media.bodyandfit.com/i/bodyandfit/magnesium-250-mg-puritans-pride_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/magnesium-250-mg-puritans-pride_Label_de-de_01?layer0=$MAIN$","null","Magnesium"
"1578227510-935","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Protein Bars","https://www.bodyandfit.com/de-de/Produkte/Protein/Protein-Snacks/Protein-Riegel/Protein-Bars/p/51673","20 Gramm Eiweiß","Protein Bars","24,90 €","null","Chocolate Mint","https://media.bodyandfit.com/i/bodyandfit/51673_Image_01?layer0=$PLP_001$","Die Proteinriegel von Barebells haben einen besonderen Platz im Küchenschrank vieler schwedischer Sportler. Warum? Sie sind wirklich sensationell lecker! Jede Variante Barebells Proteinriegel ist bezüglich der Textur und des Geschmackserlebnisses einzigartig. Und dabei sind die Nährwerte auch noch extrem gut. Barebells Proteinriegel enthalten 20 Gramm Eiweiß, sind niedrig an Kohlenhydraten und enthalten nie mehr als 2 Gramm Zucker und 200 kcal. Kurzum ein brillanter Proteinriegel aus Schweden!","https://media.bodyandfit.com/i/bodyandfit/51673_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/51673_Label_de-de_01?layer0=$MAIN$","660 gramm (12  riegel)","Proteinriegel"
"1578228171-1432","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/c/48","L-Tryptophan","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/L-Tryptophan/p/l-tryptofaan","Nimm L-Tryptophan 1 Stunde vor dem Schlafengehen","L-Tryptophan","18,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/l-tryptofaan_Image_01?layer0=$PLP_001$","L-Tryptophan ist der Grundstoff für Serotonin, und Serotonin ist wiederum der Grundstoff für Melatonin.","https://media.bodyandfit.com/i/bodyandfit/l-tryptofaan_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/l-tryptofaan_Label_de-de_01?layer0=$MAIN$","60 kapseln","Aminosäure-Blends"
"1578223159-232","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-D/c/133","Vitamin D3 - 1000IU","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-D/Vitamin-D3---1000IU/p/vitamine-d3-1000iu","Vitamin D3 ist auch wichtig für (starke) Zähne","Vitamin D3 - 1000IU","1,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/vitamine-d3-1000iu_Image_01?layer0=$PLP_001$","Vitamin D3 ist wichtig für eine normale Muskelfunktion, spielt eine Rolle beim Erhalt beweglicher und starker Muskeln und hilft dem (natürlichen) Immunsystem der Körperzellen. Vitamin D3 ist unter Sportlern vermutlich das meistgebrauchte Vitamin.","https://media.bodyandfit.com/i/bodyandfit/vitamine-d3-1000iu_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/vitamine-d3-1000iu_Label_de-de_01?layer0=$MAIN$","30 kapseln","Vitamin D"
"1578227522-945","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Ausdauer/Energy-Riegel/c/81","Energize Bars Powerbar","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Ausdauer/Energy-Riegel/Energize-Bars-Powerbar/p/51964","Mit dem C2MAX Dual Source Carb Mix für eine verbesserte Aufnahme von Kohlenhydraten","Energize Bars Powerbar","56,90 €","null","Banane","https://media.bodyandfit.com/i/bodyandfit/51964_Image_01?layer0=$PLP_001$","Energize Bars von Powerbar werden mit der speziellen C2MAX-Kohlenhydratmischung hergestellt. Diese Kohlenhydratmischung in den Energize Bars enthält ein spezielles Verhältnis aus Glucose und Fructose. Energize Bars lassen sich leicht während der Anstrengung kauen und sind leicht verdaulich.","https://media.bodyandfit.com/i/bodyandfit/51964_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/51964_Label_de-de_01?layer0=$MAIN$","1375 gramm (25  riegel)","Energy Bars"
"1578224530-391","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Aromen-und-Sussstoffe/c/244","Nutriful Flavour Drops","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Aromen-und-Sussstoffe/Nutriful-Flavour-Drops/p/nutriful-flavour-drops","100% Geschmack","Nutriful Flavour Drops","4,20 €","null","Hazelnut","https://media.bodyandfit.com/i/bodyandfit/nutriful-flavour-drops_Image_01?layer0=$PLP_001$","Die Flavour Drops von Nutriful verleihen Shakes, Quark, Wasser, Joghurt oder Smoothies einen leckeren Geschmack. Flavour Drops machen buchstäblich alles lecker und das ohne Zucker oder Kalorien.","https://media.bodyandfit.com/i/bodyandfit/nutriful-flavour-drops_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/nutriful-flavour-drops_Label_de-de_01?layer0=$MAIN$","30 ml (60  dosierungen)","Aromen & Süßstoffe"
"1578225071-462","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Speise%C3%B6le/c/241","PAM Cooking Spray Olive Oil Organic","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Speise%C3%B6le/PAM-Cooking-Spray-Olive-Oil-Organic/p/p_51962","Frei von kcal und Fett!","PAM Cooking Spray Olive Oil Organic","8,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_51962_Image_01?layer0=$PLP_001$","Verwendest du beim Kochen oder Backen bereits Cooking Spray? Ein gutes Cooking Spray zu verwenden ist superpraktisch, denn du fettest in no time deine Pfanne, deine Backform oder dein Ofenblech ein. Das PAM Cooking Spray Olive Oil Organic wird aus biologischem extra virgin Olivenöl hergestellt und ist nicht klebrig. Zudem ist das Olivenölspray komplett frei von Kalorien und Fetten und passt damit perfekt in einen bewussten Lifestyle oder eine Diät.","https://media.bodyandfit.com/i/bodyandfit/p_51962_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_51962_Label_de-de_01?layer0=$MAIN$","141 gramm","Cooking Sprays & Speiseöle"
"1578227195-646","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/c/196","Carb Killa Brownie","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/Carb-Killa-Brownie/p/p_56176","Fantastischer Geschmack!","Carb Killa Brownie","24,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_56176_Image_01?layer0=$PLP_001$","Der Carb Killa Brownie ist ein unfassbar leckerer Schokobrownie bestehend aus einer weichen, dicken Schicht Milchschokolade, obenauf einer Schicht aus Fondant und einem sehr weichen Fudge-Brownie-Innerem mit Walnüssen und Schokostücken. Der Geschmack ist so fantastisch, dass du nicht merkst, dass es sich um eine verantwortbare Variante handelt! Mit ganzen 15 Gramm Eiweiß und nur 220 kcal ist dies der ideale Snack für einen verantwortungsbewussten Lifestyle. Für jede Gelegenheit perfekt, jeden Tag aufs Neue.","https://media.bodyandfit.com/i/bodyandfit/p_56176_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_56176_Label_de-de_01?layer0=$MAIN$","null","Cookies & Muffins"
"1578226655-573","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/c/199","Pure Cashewnüsse","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/Pure-Cashewn%C3%BCsse/p/p_06609","Verantwortbarer und leckerer Snack","Pure Cashewnüsse","9,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_06609_Image_01?layer0=$PLP_001$","Cashewnüsse sind unglaublich vielseitig. Du kannst sie natürlich einfach so als leckeren Snack aus der Hand essen, sie in Quark geben oder sie auch als Zutat in diversen Speisen verwenden, beispielsweise als crunchy Bite in einem Curry mit Reis, im Salat oder in Backrezepten. Bist du Veganer? Auch dann sind Cashewnüsse eine perfekte Zutat, um etwa einen leckeren Käsekuchen daraus zu machen. Lass die Cashewnüsse hierzu einige Stunden in Wasser einweichen, mixe sie anschließend zu einer cremigen Masse und verwende sie als „Cheese“-Füllung für den Käsekuchen.","https://media.bodyandfit.com/i/bodyandfit/p_06609_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_06609_Label_de-de_01?layer0=$MAIN$","500 gramm","Nüsse & Samen"
"1578224290-347","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Abnehmshakes/Mahlzeitenersatz-Shakes/c/104","SlimFast High Protein RTD","https://www.bodyandfit.com/de-de/Produkte/Protein/Proteinshakes/SlimFast-High-Protein-RTD/p/C100187","Pro Portion 15 Gramm Eiweiß","SlimFast High Protein RTD","17,90 €","null","Cookies & Cream","https://media.bodyandfit.com/i/bodyandfit/C100187_Image_01?layer0=$PLP_001$","Hast du keine Zeit eine Mahlzeit zuzubereiten? Der Ready To Drink-Shakes sind ideal für unterwegs. Einfach einmal gut shaken und genießen. Die Shakes enthalten pro Portion 15 Gramm Eiweiß und nur 204 Kalorien. Die Shakes haben einen herausragenden Geschmack und einer Portion liefert dir 1/3 deiner täglichen Nährstoffe. Wähle aus 3 unterschiedlichen Sorten.","https://media.bodyandfit.com/i/bodyandfit/C100187_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/C100187_Label_de-de_01?layer0=$MAIN$","325 ml (6  flaschen)","Mahlzeitersetzende Shakes"
"1578227929-1222","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/HMB/c/51","HMB 450 Caps","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/BCAAs/HMB-450-Caps/p/p_05025","Bodybuilding und Kraftsport","HMB 450 Caps","29,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_05025_Image_01?layer0=$PLP_001$","Bodybuilding und Kraftsport","https://media.bodyandfit.com/i/bodyandfit/p_05025_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_05025_Label_de-de_01?layer0=$MAIN$","450 kapseln","HMB"
"1578222504-177","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Empfehlungen-f%C3%BCr-Ihre-Ern%C3%A4hrung/Omega-3/c/156","Marinol® Omega3","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Empfehlungen-f%C3%BCr-Ihre-Ern%C3%A4hrung/Omega-3/Marinol%C2%AE-Omega3/p/marinol-omega3","50% höhere biologische Verfügbarkeit","Marinol® Omega3","5,60 €","60 kapseln","","https://media.bodyandfit.com/i/bodyandfit/marinol-omega3_Image_01?layer0=$PLP_001$","Vergleiche Marinol® Omega-3 nicht mit einem Standardprodukt, das du im Supermarkt, einer Drogerie oder einer Reformmarkt kaufst. Marinol® Omega3 von Body & Fit ist ein spezielles Omega3 Produkt, das zu vollen 100% aus dem exklusiven Marinol® Omega 3 besteht. Marinol® Omega3 van Body & ist das erste Produkt auf dem deutschen Sportmarkt mit dem offiziellen Marinol® Qualitätslabel.

Das exklusive Marinol® Omega3 ist wörtlich in jeder Hinsicht hin der beste Kauf:
1. Produktionsverfahren und Resorption
2. DHA & EPA-Gehalt
3. Reinheit
4. Sensationeller Preis für das Allerbeste

Bestes Produktionsverfahren und beste Resorption - Marinol® Omega3 wird in der durch den Körper perfekt resorbierbaren und natürlich vorkommenden Triglycerid-Form angeboten und nicht in der billiger herstellbaren Ethyl-Esther-Form, die in vielen Warenhäusern, Supermärkten und Drogerien angeboten wird. Diese Triglycerid-Form, gewonnen mit einem komplett natürlichen, enzymatischen Produktionsverfahren, ist teurer in der Herstellung, lieferte aber die bessere Resorption im Körper. Die biologische Verfügbarkeit, oder auch Resorption, ist sogar bis zu 50 % höher!

Garantierte Reinheit – Während selbst der beste Fisch noch eine ziemliche Verschmutzung mit PCBs oder Schwermetallen aufweist, liegt der große Vorteil des exklusiven europäischen Qualitätslabels Marinol® darin, dass es so extrem rein ist. Marinol® wird exklusiv vom führenden niederländischen Produzenten Lipid Nutrition hergestellt. Entscheidest du dich für Omega-3 vom Qualitätslabel Marinol®, dann entscheidest du dich für garantierte Qualität und Reinheit.

Höherer DHA & EPA-Anteil - Omega-3 sind essentielle Fettsäuren, von denen EPA und DHA die Wichtigsten sind, was bedeutet, dass unser Körper sie benötigt, aber nicht selbst herstellen kann und sie daher, genauso wie Vitamine, aus der Nahrung gewinnen muss. Es wird Erwachsenen empfohlen täglich mindestens 450 mg Omega-3 zu nehmen. Wo das durchschnittliche Produkt aus dem Supermarkt oder der Drogerie rund 30% EPA und DHA enthält, hat Marinol® Omega3 einen rund 25% höheren Anteil an EPA und DHA! Dieser hohe EPA- und DHA-Anteil wird auf 100% natürliche Weise erreicht. Ein noch höherer Anteil kann eigentlich nur durch chemische Bearbeitung erzielt werden. Auch hier ist die Qualität außergewöhnlich.

Der Preis - angesichts der außergewöhnlichen Qualität von Marinol® Omega3 kann man unseren Preis als sensationell bezeichnen. Wir werden nicht behaupten, dass der Preis pro Kapsel niedriger ist, als bei den Drogerieketten, Supermärkten oder Reformhäusern, aber er ist ganz sicher auch nicht hoch. So kaufst du bei uns zum selben Preis die exklusive Omega-3 Marinol®-Qualität - garantiert das Allerbeste! Sogar der Preis ist perfekt!

Warum ist Omega-3 so wichtig?
DHA ist gut für das Gehirn
DHA und EPA sind gut für das Herz
DHA und EPA tragen zum Erhalt eines normalen Blutdrucks bei
Marinol® Omega3 enthält pro Kapsel ebenso viel von dem wertvollen Omega-3 wie rund 125 Gramm der omegareichsten Fische, wie Thunfisch, Wildlachs oder Sardinen. In derselben natürlichen Form!

Mit  Marinol® Omega3 gönnst du deinem Körper das Allerbeste!

Empfohlene Anwendung:
Nimm als Ergänzung zur täglichen Ernährung 1-2 Kapseln pro Tag. Einnahme vom Omega3 am besten während einer Mahlzeit.","https://media.bodyandfit.com/i/bodyandfit/marinol-omega3_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/marinol-omega3_Label_de-de_01?layer0=$MAIN$","null","Omega-3"
